Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,127/126,127/126 Count,127/126 Variability [%],128/126,128/126 Count,128/126 Variability [%],129/126,129/126 Count,129/126 Variability [%],130/126,130/126 Count,130/126 Variability [%],131/126,131/126 Count,131/126 Variability [%],Score A2,Coverage A2,# Peptides A2,# PSM A2,Score B2,Coverage B2,# Peptides B2,# PSM B2,Score C2,Coverage C2,# Peptides C2,# PSM C2,# AAs,MW [kDa],calc. pI
Q96CS2,Isoform 2 of HAUS augmin-like complex subunit 1,3.96,2,1,1,2,0.072,-;-;1,,0.105,-;-;1,,0.194,-;-;1,,0.179,-;-;1,,0.652,-;-;1,,,,,,0,3.96,1,1,2.06,3.96,1,1,202,22.7,5.8
Q96CS3,FAS-associated factor 2,20.22,1,7,7,17,1.044,2;3;1,21.4,1.106,2;3;1,14.5,1.071,2;3;1,9.3,1.204,2;3;1,27.7,0.977,2;3;1,2.4,17.95,16.4,6,7,8.09,14.16,5,5,13.72,8.31,3,5,445,52.6,5.62
Q96CT7,Coiled-coil domain-containing protein 124,26.46,1,6,6,16,1.471,4;4;4,8.7,1.503,4;4;4,4.9,1.221,4;4;4,1.9,1.113,4;4;4,6.3,1.195,4;4;4,3.2,22.08,22.42,5,6,25.29,19.73,3,6,16.14,15.7,2,4,223,25.8,9.54
Q96CV9,Isoform 3 of Optineurin,27.31,4,13,14,28,1.212,2;5;3,17.8,1.221,2;5;3,9.1,1.109,2;5;3,13.2,1.206,2;5;3,13.9,1.095,2;5;3,8.9,23.4,20.19,10,10,17.45,17.31,9,11,12.1,12.69,7,7,520,59.5,5.24
Q96CW1,Isoform 2 of AP-2 complex subunit mu,39.26,12,19,19,72,0.963,15;13;14,13.6,0.922,15;13;14,10.2,0.948,15;13;14,10.1,0.957,15;13;14,11,0.944,15;13;14,3.6,64.53,35.33,18,30,44.99,24.94,12,19,54.86,32.33,14,23,433,49.4,9.54
Q96CW5,Isoform 2 of Gamma-tubulin complex component 3,3.64,2,2,2,10,0.923,4;2;2,3.1,0.829,4;2;2,6.6,0.908,4;2;2,2.9,0.946,4;2;2,5.7,0.96,4;2;2,2.2,18.25,3.64,2,5,7.52,2.67,1,2,10.04,3.64,2,3,824,93.8,7.8
Q96CX2,BTB/POZ domain-containing protein KCTD12,35.69,1,10,10,60,1.371,16;7;10,4.3,1.546,16;7;10,1,1.31,16;7;10,2.9,1.134,16;7;10,1.2,1.238,16;7;10,3.6,86.52,32.92,9,27,48.66,25.85,6,15,53.3,33.23,8,18,325,35.7,5.64
Q96D31,Calcium release-activated calcium channel protein 1,6.93,1,2,2,8,0.821,1;-;-,,0.817,1;-;-,,0.907,1;-;-,,1.131,1;-;-,,0.732,1;-;-,,10.62,6.93,2,4,7.33,4.29,1,2,6.52,4.29,1,2,303,32.8,8.32
Q96D71,Isoform 2 of RalBP1-associated Eps domain-containing protein 1,8.23,6,5,5,8,0.918,3;2;-,5.5,1.021,3;2;-,8.5,0.991,3;2;-,,1.006,3;2;-,8.7,0.955,3;2;-,3.5,10.93,7.38,4,4,6.08,3.12,2,3,2.23,0.85,1,1,705,76.8,5.83
Q96DE0,U8 snoRNA-decapping enzyme isoform 3,23.9,5,3,3,9,0.936,1;2;1,15.2,0.965,1;2;1,10.7,1.005,1;2;1,8.7,0.866,1;2;1,11.2,1.049,1;2;1,11.6,5.09,8.81,1,1,12.62,15.72,2,3,18.09,23.9,3,5,159,17.7,6.2
Q96DE5,Anaphase-promoting complex subunit 16,23.64,1,2,2,2,0.741,-;-;2,,0.746,-;-;2,,0.882,-;-;2,,0.821,-;-;2,,0.97,-;-;2,,,,,,,,,,5.14,23.64,2,2,110,11.7,4.97
Q96DI7,U5 small nuclear ribonucleoprotein 40 kDa protein,14.57,36,4,5,14,0.969,3;2;2,9.1,0.928,3;2;2,6.8,0.936,3;2;2,7.2,0.844,3;2;2,8.1,0.947,3;2;2,10.1,10.03,11.2,4,6,4.44,12.32,4,4,4.58,8.96,3,4,357,39.3,8.1
Q96DR5,"Short palate, lung and nasal epithelium carcinoma-associated protein 2",4.02,1,1,1,1,0.783,-;1;-,,1.242,-;1;-,,1.144,-;1;-,,0.888,-;1;-,,0.707,-;1;-,,,,,,0,4.02,1,1,,,,,249,27,5.59
Q96DU3,Isoform 2 of SLAM family member 6,6.65,3,3,3,5,1.108,-;1;-,,0.978,-;1;-,,0.758,-;1;-,,1.149,-;1;-,,0.957,-;1;-,,1.99,1.81,1,1,2.19,3.63,2,2,2.17,4.83,2,2,331,37.3,6.79
Q96DZ9,Isoform 4 of CKLF-like MARVEL transmembrane domain-containing protein 5,35.14,8,2,2,47,0.386,11;16;14,1,0.316,11;16;14,0.9,0.545,11;16;14,2.5,0.507,11;16;14,13.7,0.775,11;16;14,2.6,53.46,35.14,2,14,65.11,25.68,1,16,58.59,35.14,2,17,74,8.3,5.35
Q96E17,Ras-related protein Rab-3C,35.24,7,4,8,76,0.374,2;-;1,29.4,0.349,2;-;1,,0.58,2;-;1,2.2,0.483,2;-;1,18,0.833,2;-;1,,74.1,25.99,6,26,62.2,12.78,4,23,69.82,22.03,6,27,227,25.9,5.24
Q96EB1,Isoform 1 of Elongator complex protein 4,4.25,3,1,1,1,0.789,-;-;1,,0.787,-;-;1,,0.749,-;-;1,,0.736,-;-;1,,1.086,-;-;1,,,,,,,,,,3.82,4.25,1,1,424,46.6,8.51
Q96EE3,Isoform A of Nucleoporin SEH1,27.78,3,6,6,16,1.17,4;4;4,6.4,1.25,4;4;4,6.8,1.033,4;4;4,5.3,1.203,4;4;4,2.2,1.062,4;4;4,3,23.11,22.22,5,6,16.05,16.94,4,4,22.08,22.5,5,6,360,39.6,8.09
Q96EK4,THAP domain-containing protein 11,2.87,1,1,1,2,,,,,,,,,,,,,,,,,,,,3.58,2.87,1,2,,,,,314,34.4,8.98
Q96EK5,KIF1-binding protein,7.09,1,3,4,4,0.59,1;-;1,28.6,0.6,1;-;1,,0.689,1;-;1,16.7,0.629,1;-;1,28.2,0.895,1;-;1,,2.31,2.9,2,2,,,,,7.29,4.19,2,2,621,71.8,5.49
Q96EL3,"39S ribosomal protein L53, mitochondrial",16.07,2,2,2,2,0.958,-;1;-,,1.079,-;1;-,,1.013,-;1;-,,1.158,-;1;-,,0.775,-;1;-,,,,,,4.36,16.07,2,2,,,,,112,12.1,8.76
Q96EM0,Probable proline racemase,4.52,2,2,2,2,0.546,-;1;-,,0.457,-;1;-,,0.583,-;1;-,,0.425,-;1;-,,0.992,-;1;-,,,,,,2,1.69,1,1,2.8,2.82,1,1,354,38.1,6.68
Q96EP0,Isoform 1 of RING finger protein 31,4.38,3,4,4,4,1.607,-;1;-,,1.855,-;1;-,,1.652,-;1;-,,1.437,-;1;-,,1.45,-;1;-,,,,,,2.37,1.49,2,2,4.31,2.89,2,2,1072,119.6,6.57
Q96EP5,Isoform 2 of DAZ-associated protein 1,25.13,2,6,6,33,1.49,10;8;8,3,1.421,10;8;8,7.1,1.245,10;8;8,2.5,1.169,10;8;8,2.1,1.086,10;8;8,3.9,28.21,19.84,5,12,20.94,19.84,5,11,13.26,17.99,5,10,378,40.5,8.28
Q96ER9,Isoform 1 of Coiled-coil domain-containing protein 51,4.62,5,2,2,2,0.903,-;1;-,,0.84,-;1;-,,1.106,-;1;-,,1.182,-;1;-,,1.191,-;1;-,,,,,,3.24,2.43,1,1,2.11,2.19,1,1,411,45.8,8.19
Q96ET8,Putative uncharacterized protein FAM18B2,5.31,1,1,1,1,,,,,,,,,,,,,,,,,,,,0,5.31,1,1,,,,,226,26,8.82
Q96EY1,"Isoform 1 of DnaJ homolog subfamily A member 3, mitochondrial",10,3,5,5,13,1.207,1;3;3,29.3,1.221,1;3;3,32.2,1.15,1;3;3,12.5,1.167,1;3;3,24.8,1.081,1;3;3,1.9,12.2,7.5,3,4,13.44,8.33,3,5,9.69,5.83,2,4,480,52.5,9.26
Q96EY4,UPF0534 protein C4orf43,8.37,5,2,2,7,1.849,2;1;1,5.7,1.779,2;1;1,8.2,1.628,2;1;1,2.9,1.542,2;1;1,8.8,1.209,2;1;1,1.3,5.1,8.37,2,3,2.43,8.37,2,2,2.06,8.37,2,2,203,23.8,9.26
Q96EY7,"Isoform 1 of Pentatricopeptide repeat-containing protein 3, mitochondrial",7.98,6,3,3,6,1.334,1;-;2,34.6,1.149,1;-;2,,1.216,1;-;2,35.7,1.263,1;-;2,30.2,1.049,1;-;2,,6.23,5.08,2,2,3.24,2.76,1,1,8.59,7.98,3,3,689,78.5,6.42
Q96F07,Isoform 2 of Cytoplasmic FMR1-interacting protein 2,17.56,6,8,22,76,1.049,3;3;3,11.4,0.995,3;3;3,23.2,1.029,3;3;3,22.7,1.035,3;3;3,9.6,0.978,3;3;3,2.4,49.34,12.21,15,22,58.96,13.81,17,27,53.78,12.85,15,27,1253,145.6,7.05
Q96F15,Isoform 1 of GTPase IMAP family member 5,34.85,3,7,8,30,1.368,7;6;6,4.2,1.401,7;6;6,3.1,1.146,7;6;6,0.6,1.229,7;6;6,1.2,1.134,7;6;6,5.7,30.71,22.48,5,9,34.9,32.9,7,11,28.24,28.01,6,10,307,34.8,7.68
Q96FJ0,Isoform 1 of AMSH-like protease,2.52,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,2.52,1,1,436,49.8,7.23
Q96FJ2,"Dynein light chain 2, cytoplasmic",51.69,1,4,5,45,1.267,9;10;14,26.1,0.952,9;10;14,22.8,1.106,9;10;14,19.2,1.119,9;10;14,12.8,0.985,9;10;14,2.3,31.21,50.56,4,12,41.42,51.69,5,15,34.96,51.69,5,18,89,10.3,7.37
Q96FN4,Copine II,1.39,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,1.39,1,1,574,63.9,5.97
Q96FN9,Probable D-tyrosyl-tRNA(Tyr) deacylase 2,4.17,1,1,1,2,,,,,,,,,,,,,,,,,,,,1.8,4.17,1,1,1.78,4.17,1,1,168,18.6,7.84
Q96FS4,Signal-induced proliferation-associated protein 1,13.92,2,10,10,36,1.514,6;7;7,21.1,1.855,6;7;7,25.1,1.392,6;7;7,14.6,1.344,6;7;7,11.1,1.118,6;7;7,2.9,46.86,13.05,9,12,40.94,11.71,8,12,37.02,10.94,7,12,1042,112.1,6.6
Q96FV2,Secernin-2,1.65,1,1,1,1,,,,,,,,,,,,,,,,,,,,2.51,1.65,1,1,,,,,425,46.5,5.67
Q96FW1,Isoform 1 of Ubiquitin thioesterase OTUB1,52.77,3,15,15,91,0.985,18;21;19,3.6,0.823,18;21;19,25.5,0.893,18;21;19,22,0.936,18;21;19,4.6,1.025,18;21;19,2.4,85.18,34.32,10,29,97.92,52.4,14,33,83.53,52.4,14,29,271,31.3,4.94
Q96FZ7,Charged multivesicular body protein 6,32.84,2,6,6,21,0.905,4;2;3,12.2,0.785,4;2;3,18.2,0.865,4;2;3,4.9,1.12,4;2;3,24.6,0.853,4;2;3,11.2,19.47,32.84,6,9,16.78,26.87,5,6,16.62,22.89,4,6,201,23.5,5.31
Q96G03,Phosphoglucomutase-2,47.71,5,29,31,197,0.939,36;44;44,5.7,0.83,36;44;44,3.5,0.885,36;44;44,2,0.843,36;44;44,8.8,1,36;44;44,0.1,143.63,35.78,21,53,171.61,42.48,26,67,190.74,44.61,29,77,612,68.2,6.73
Q96G25,Isoform 1 of Mediator of RNA polymerase II transcription subunit 8,12.31,3,2,2,2,,,,,,,,,,,,,,,,2.34,7.09,1,1,,,,,3.56,5.22,1,1,268,29.1,7.44
Q96G46,Isoform 2 of tRNA-dihydrouridine synthase 3-like,1.45,2,1,1,1,0.902,1;-;-,,1.025,1;-;-,,0.93,1;-;-,,0.935,1;-;-,,0.868,1;-;-,,2.25,1.45,1,1,,,,,,,,,482,52.7,8.37
Q96GD0,Pyridoxal phosphate phosphatase,11.15,1,3,3,6,1.002,1;2;1,13.5,1.061,1;2;1,13.4,1.105,1;2;1,12.3,1.074,1;2;1,18.4,1.005,1;2;1,6.9,5.34,3.72,1,2,5.68,7.43,2,2,5.33,7.43,2,2,296,31.7,6.55
Q96GD3,polycomb protein SCMH1 isoform f,1.25,6,1,1,3,0.29,1;-;2,5.6,0.436,1;-;2,,0.451,1;-;2,1.3,0.455,1;-;2,5.1,0.636,1;-;2,,0,1.25,1,1,,,,,0,1.25,1,2,480,52.9,9.58
Q96GJ1,Isoform 3 of tRNA (uracil-5-)-methyltransferase homolog,3.27,3,1,1,4,0.799,1;-;-,,0.841,1;-;-,,0.751,1;-;-,,0.853,1;-;-,,0.848,1;-;-,,5.2,3.27,1,2,2.18,3.27,1,1,1.67,3.27,1,1,459,51.5,8.53
Q96GQ7,Probable ATP-dependent RNA helicase DDX27,5.15,1,4,4,9,1.616,1;2;3,20.2,1.679,1;2;3,13.8,1.281,1;2;3,23.9,1.615,1;2;3,10.1,1.102,1;2;3,5.2,1.93,0.88,1,1,10.48,5.15,4,4,6.53,5.15,4,4,796,89.8,9.28
Q96GR2,Long-chain-fatty-acid--CoA ligase ACSBG1,1.38,1,1,1,2,,,,,,,,,,,,,,,,,,,,2.95,1.38,1,1,2.92,1.38,1,1,724,81.2,6.02
Q96GS4,Uncharacterized protein C17orf59,12.32,2,3,3,5,1.203,1;1;1,6.4,1.296,1;1;1,4.8,1.242,1;1;1,8.7,1.319,1;1;1,6.7,1.095,1;1;1,8.9,7.15,8.12,2,2,3.69,4.2,1,1,2.76,4.2,1,2,357,37.2,5.76
Q96GX5,Isoform 2 of Microtubule-associated serine/threonine-protein kinase-like,2.14,27,1,2,8,0.18,2;4;-,35.4,0.3,2;4;-,11.2,0.447,2;4;-,,0.431,2;4;-,0.1,0.554,2;4;-,10.6,5.22,1.19,1,2,11.88,2.14,2,5,3.28,0.95,1,1,840,92.8,6.13
Q96HC4,Isoform 1 of PDZ and LIM domain protein 5,22.15,10,11,11,63,0.697,13;10;16,3.1,0.585,13;10;16,7.5,0.752,13;10;16,4,0.968,13;10;16,3.9,0.801,13;10;16,0.5,48.42,21.48,10,20,36.34,20.13,10,19,57.59,22.15,11,24,596,64,8.21
Q96HE7,ERO1-like protein alpha,23.08,2,7,7,30,1.272,6;4;4,9,1.23,6;4;4,9.9,1.031,6;4;4,1.7,1.044,6;4;4,12.2,1.197,6;4;4,0.3,42.82,19.23,6,12,37.56,21.58,6,10,28.61,15.6,4,8,468,54.4,5.68
Q96HS1,"Isoform 2 of Serine/threonine-protein phosphatase PGAM5, mitochondrial",26.27,5,4,5,8,2.31,1;1;1,49.6,2.381,1;1;1,47.3,2.009,1;1;1,38.9,3.095,1;1;1,50.8,1.054,1;1;1,19.6,5.62,12.94,3,3,5.44,12.16,3,3,3.49,13.33,2,2,255,28,7.25
Q96HW7,Isoform 2 of Integrator complex subunit 4,1.98,3,1,1,1,,,,,,,,,,,,,,,,,,,,0,1.98,1,1,,,,,505,56.5,6.11
Q96HY6,Isoform 2 of DDRGK domain-containing protein 1,19.81,4,5,5,9,1.302,-;4;2,,1.462,-;4;2,5.8,1.254,-;4;2,5.3,1.301,-;4;2,,1.074,-;4;2,1.4,3.97,3.19,1,1,15.92,19.81,5,5,9.91,9.27,2,3,313,35.5,5.86
Q96HY7,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",2.94,2,2,2,2,,,,,,,,,,,,,,,,3.62,1.85,1,1,0,1.09,1,1,,,,,919,103,6.93
Q96I23,"Protein preY, mitochondrial",19.3,1,1,1,2,1.18,-;1;-,,1.204,-;1;-,,1.058,-;1;-,,1.112,-;1;-,,0.904,-;1;-,,,,,,3.27,19.3,1,1,2.82,19.3,1,1,114,12.6,9.33
Q96I24,Isoform 1 of Far upstream element-binding protein 3,23.78,6,10,15,56,1.128,2;3;4,5.1,1.141,2;3;4,8.5,1.096,2;3;4,9.9,1.029,2;3;4,4.3,1.096,2;3;4,4,33.16,11.01,8,17,37.8,14.51,10,18,39.1,18.71,12,21,572,61.6,8.38
Q96I25,Splicing factor 45,17.46,10,7,7,19,1.098,4;2;3,19.4,1.187,4;2;3,17.1,1.008,4;2;3,15.7,1.02,4;2;3,12.5,1.078,4;2;3,10.5,19.06,12.22,5,9,13.94,13.47,6,6,6.57,6.48,3,4,401,44.9,5.97
Q96I36,Uncharacterized protein C12orf62,18.05,1,2,2,5,1.049,2;1;1,5.7,1.125,2;1;1,5,1.004,2;1;1,2.6,0.996,2;1;1,4.2,1.08,2;1;1,1.6,2.68,18.05,2,2,2.89,18.05,2,2,2.2,5.26,1,1,133,14.9,9.52
Q96I59,"Probable asparaginyl-tRNA synthetase, mitochondrial",2.73,1,2,2,3,,,,,,,,,,,,,,,,2.24,1.26,1,1,2.21,1.26,1,1,2.08,1.47,1,1,477,54.1,7.24
Q96I99,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",38.66,6,14,14,91,1.147,20;24;21,2.4,1.054,20;24;21,3.5,1.025,20;24;21,1.1,1.091,20;24;21,1.7,1.119,20;24;21,1.7,84,37.27,13,27,97.51,38.43,13,35,74.14,37.04,12,29,432,46.5,6.39
Q96IJ6,Isoform 1 of Mannose-1-phosphate guanyltransferase alpha,13.33,4,5,5,13,0.72,-;5;3,,0.765,-;5;3,5.2,0.831,-;5;3,2.1,0.774,-;5;3,,0.969,-;5;3,2.7,1.95,3.33,1,1,17.15,13.33,5,6,16.15,13.33,5,6,420,46.3,7.21
Q96IV0,peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase isoform 3,2.29,4,1,1,1,,,,,,,,,,,,,,,,0,2.29,1,1,,,,,,,,,612,70.2,7.27
Q96IZ0,PRKC apoptosis WT1 regulator protein,15.88,1,3,3,5,1.096,1;1;3,7.6,1.01,1;1;3,21.3,1.387,1;1;3,20.8,1.697,1;1;3,10.4,0.911,1;1;3,8.8,2.34,5,1,1,2.83,5,1,1,7.75,15.88,3,3,340,36.5,5.41
Q96J02,Isoform 2 of E3 ubiquitin-protein ligase Itchy homolog,3.6,5,2,2,4,1.022,-;2;2,,1.151,-;2;2,1.1,1.057,-;2;2,0.6,1.129,-;2;2,,0.812,-;2;2,19.6,,,,,3.13,3.6,2,2,2.87,3.6,2,2,862,98.6,6.25
Q96JA1,Isoform 2 of Leucine-rich repeats and immunoglobulin-like domains protein 1,0.65,3,1,1,2,,,,,,,,,,,,,,,,0,0.65,1,1,,,,,0,0.65,1,1,1070,116.3,7.34
Q96JB5,Isoform 2 of CDK5 regulatory subunit-associated protein 3,23.63,4,9,9,33,0.99,6;10;5,2.7,1.025,6;10;5,2.1,0.989,6;10;5,7.2,1.069,6;10;5,6.6,0.965,6;10;5,0.4,23.18,16.71,6,9,39.2,18.85,7,14,23.51,15.04,5,10,419,46.3,4.63
Q96JC1,Isoform 2 of Vam6/Vps39-like protein,4.69,2,3,3,4,0.973,1;-;-,,0.904,1;-;-,,0.989,1;-;-,,1.034,1;-;-,,1.035,1;-;-,,6.89,3.09,2,2,0,1.6,1,1,3.58,2.29,1,1,875,100.7,7.12
Q96JH7,Deubiquitinating protein VCIP135,3.6,1,3,3,4,1.297,1;1;1,9.3,1.232,1;1;1,1.8,1.224,1;1;1,8,1.233,1;1;1,12,1.108,1;1;1,3.9,4.38,2.29,2,2,3.13,1.31,1,1,2.98,1.31,1,1,1222,134.2,7.2
Q96JI7,Isoform 1 of Spatacsin,0.98,2,2,2,11,1.372,2;2;2,6.4,1.487,2;2;2,7.1,1.738,2;2;2,14.5,1.705,2;2;2,13.8,0.966,2;2;2,3.7,6.54,0.41,1,3,6.11,0.41,1,3,8.44,0.98,2,5,2443,278.7,5.97
Q96JJ7,Isoform 2 of Protein disulfide-isomerase TMX3,27.69,4,4,5,25,0.891,3;5;5,5.6,0.704,3;5;5,19.1,0.853,3;5;5,4.5,0.968,3;5;5,16.9,0.896,3;5;5,7.1,16.94,19.49,4,7,20.2,20.51,4,10,18.13,19.49,4,8,195,22.3,6.54
Q96JM3,Zinc finger protein 828,5.91,1,4,4,5,1.131,1;1;1,13.2,1.188,1;1;1,16.2,1.077,1;1;1,8.3,1.057,1;1;1,9.8,1.257,1;1;1,2.6,4.46,2.22,2,2,2.28,1.11,1,1,5.11,3.69,2,2,812,89,8.44
Q96JP0,Protein fem-1 homolog C,2.27,2,2,2,2,2.192,-;1;-,,1.768,-;1;-,,1.145,-;1;-,,1.756,-;1;-,,1.345,-;1;-,,,,,,1.86,1.13,1,1,0,1.13,1,1,617,68.6,7.68
Q96JP2,Putative myosin-XVB,0.85,1,1,1,2,,,,,,,,,,,,,,,,0,0.85,1,2,,,,,,,,,1530,167,8.41
Q96JY6,Isoform 1 of PDZ and LIM domain protein 2,23.86,13,7,7,20,1.294,4;1;6,12.7,1.299,4;1;6,11.2,1.089,4;1;6,9.5,1.08,4;1;6,10.6,1.014,4;1;6,2.5,24.1,23.86,7,7,17.43,12.5,4,5,27.97,19.03,5,8,352,37.4,8.72
Q96K17,Transcription factor BTF3 homolog 4,8.86,4,1,3,11,,,,,,,,,,,,,,,,4.44,5.06,1,2,9.53,8.86,3,5,7.92,5.06,2,4,158,17.3,6.35
Q96K19,Isoform 5 of RING finger protein 170,12.07,4,1,1,1,0.527,-;-;1,,0.525,-;-;1,,0.681,-;-;1,,0.556,-;-;1,,0.787,-;-;1,,,,,,,,,,3.51,12.07,1,1,116,13.1,4.92
Q96K21,Isoform 3 of Zinc finger FYVE domain-containing protein 19,1.99,3,1,1,1,0.837,1;-;-,,0.8,1;-;-,,0.79,1;-;-,,0.69,1;-;-,,1.006,1;-;-,,1.71,1.99,1,1,,,,,,,,,403,43.9,5.67
Q96K49,Isoform 2 of Transmembrane protein 87B,6.68,6,3,3,9,0.587,1;3;2,14.8,0.49,1;3;2,25.4,0.609,1;3;2,12,0.725,1;3;2,4.5,0.995,1;3;2,21.5,7.63,6.68,3,3,4.44,6.68,3,3,7.65,3.25,2,3,554,63.4,7.44
Q96K58,Zinc finger protein 668,0.97,3,1,1,1,,,,,,,,,,,,,,,,,,,,0,0.97,1,1,,,,,619,67.9,8.9
Q96K76,Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 47,22.84,4,25,25,60,0.926,9;8;10,17.6,0.93,9;8;10,4.4,0.89,9;8;10,7.4,1.037,9;8;10,14.1,0.932,9;8;10,3.9,64.63,17.79,19,23,41.66,12.35,13,17,41.01,12.82,14,20,1287,147.1,5.07
Q96KC8,DnaJ homolog subfamily C member 1,1.26,1,1,1,1,0.769,1;-;-,,0.872,1;-;-,,0.815,1;-;-,,0.845,1;-;-,,0.776,1;-;-,,2.4,1.26,1,1,,,,,,,,,554,63.8,8.63
Q96KG9,Isoform 5 of N-terminal kinase-like protein,11.18,7,6,6,14,1.078,4;3;3,13.9,1.075,4;3;3,17.1,1.027,4;3;3,21.6,1.164,4;3;3,5,0.986,4;3;3,1.9,11.38,7.99,4,5,9.07,6.39,3,4,7.55,8.79,4,5,626,69.2,8.68
Q96KM6,Zinc finger protein 512B,1.01,1,1,1,1,,,,,,,,,,,,,,,,,,,,2.37,1.01,1,1,,,,,892,97.2,9.83
Q96KP1,Exocyst complex component 2,5.41,2,4,4,7,0.938,-;1;1,,0.861,-;1;1,47.3,1.123,-;1;1,41.3,1.03,-;1;1,,0.96,-;1;1,6.9,0,2.06,2,3,4.69,2.81,2,3,2.9,1.73,1,1,924,104,6.9
Q96KP4,Isoform 1 of Cytosolic non-specific dipeptidase,56.63,10,20,20,206,0.986,42;49;40,7.1,0.956,42;49;40,8.4,0.968,42;49;40,0.5,0.901,42;49;40,8.4,1.006,42;49;40,1.9,200.41,52.63,17,66,221.76,53.89,19,74,183.63,54.32,18,66,475,52.8,5.97
Q96L58,"Beta-1,3-galactosyltransferase 6",1.82,1,1,1,2,,,,,,,,,,,,,,,,2.35,1.82,1,1,2.01,1.82,1,1,,,,,329,37.1,9.66
Q96L91,Isoform 4 of E1A-binding protein p400,1.02,7,2,2,3,1.032,2;1;-,2.4,1.156,2;1;-,11.3,1.178,2;1;-,,1.073,2;1;-,4.4,0.888,2;1;-,2.1,5.42,0.49,1,2,0,0.53,1,1,,,,,3043,331.7,9.09
Q96L92,Isoform 2 of Sorting nexin-27,14.58,5,6,7,13,1.279,3;2;2,19.9,1.532,3;2;2,16.6,1.326,3;2;2,10.2,1.427,3;2;2,15.3,1.094,3;2;2,5.3,14.31,12.31,6,6,9.67,6.06,3,3,12.16,8.33,4,4,528,59.8,6.32
Q96LI5,Isoform 2 of CCR4-NOT transcription complex subunit 6-like,1.68,4,1,1,1,,,,,,,,,,,,,,,,,,,,0,1.68,1,1,,,,,475,53.9,6.48
Q96LJ7,Dehydrogenase/reductase SDR family member 1,15.02,1,2,3,5,0.799,2;-;2,2.9,0.775,2;-;2,,0.731,2;-;2,10.1,0.909,2;-;2,5.3,0.782,2;-;2,,7.45,13.1,2,2,2.25,1.92,1,1,6.98,13.1,2,2,313,33.9,7.83
Q96LW7,Isoform 2 of Bcl10-interacting CARD protein,7.1,2,1,1,1,1.154,-;1;-,,1.182,-;1;-,,1.115,-;1;-,,1.232,-;1;-,,0.982,-;1;-,,,,,,3.41,7.1,1,1,,,,,183,20.6,8.1
Q96M96,"cDNA FLJ56188, highly similar to FYVE, RhoGEF and PH domain-containing protein4",5.47,3,4,4,6,0.654,-;1;1,,0.61,-;1;1,10.7,0.795,-;1;1,12.1,0.714,-;1;1,,0.871,-;1;1,4.3,,,,,13.45,5.47,4,5,2.88,1.03,1,1,878,98.6,6.73
Q96ME7,"cDNA FLJ53912, highly similar to Zinc finger protein 512",24.56,3,10,11,20,1.135,6;6;2,3.9,1.127,6;6;2,10.6,1.061,6;6;2,4.4,1.027,6;6;2,8.7,1.097,6;6;2,1,23.6,15.9,7,8,21.57,14.31,7,7,14.81,11.48,5,5,566,64.6,9.76
Q96MG7,Melanoma-associated antigen G1,3.95,1,1,1,1,1.048,-;1;-,,1.111,-;1;-,,0.978,-;1;-,,0.896,-;1;-,,1.009,-;1;-,,,,,,1.9,3.95,1,1,,,,,304,34.3,9.28
Q96MH6,Isoform 1 of Transmembrane protein 68,6.48,1,1,1,1,,,,,,,,,,,,,,,,0,6.48,1,1,,,,,,,,,324,37.4,7.85
Q96MM7,Isoform 2 of Heparan-sulfate 6-O-sulfotransferase 2,1.31,4,1,1,1,0.781,1;-;-,,0.438,1;-;-,,0.357,1;-;-,,0.785,1;-;-,,0.979,1;-;-,,0,1.31,1,1,,,,,,,,,459,53.4,8.97
Q96MU6,Isoform 1 of Zinc finger protein 778,2.91,2,1,1,1,0.754,1;-;-,,0.631,1;-;-,,0.686,1;-;-,,0.652,1;-;-,,1.126,1;-;-,,0,2.91,1,1,,,,,,,,,687,77.5,8.66
Q96MU7,Isoform 2 of YTH domain-containing protein 1,2.4,2,2,2,4,1.252,1;1;-,25.1,1.323,1;1;-,29.3,1.143,1;1;-,,1.064,1;1;-,6.6,0.934,1;1;-,11.7,6,2.4,2,2,3.36,1.13,1,1,2.81,1.13,1,1,709,82.6,5.96
Q96MW5,"cDNA FLJ55996, highly similar to Conserved oligomeric Golgi complex component 8",6.57,1,3,3,4,1.028,-;1;-,,1.072,-;1;-,,1.153,-;1;-,,1.153,-;1;-,,0.87,-;1;-,,0,2.35,1,1,2.03,4.23,2,2,2.74,2.97,1,1,639,71.2,5.26
Q96NB1,LisH domain-containing protein C16orf63,5.17,1,1,1,2,1.347,-;1;1,,1.595,-;1;1,9,1.816,-;1;1,1.7,1.328,-;1;1,,1.116,-;1;1,9.1,,,,,0,5.17,1,1,0,5.17,1,1,174,19.8,7.15
