Compound,Number Passed,042111_08_01(raw),042111_08_02(raw),042111_08_03(raw),042111_09_01(raw),042111_09_02(raw),042111_09_03(raw),042111_10_01(raw),042111_10_02(raw),042111_10_03(raw),042111_11_01(raw),042111_11_02(raw),042111_11_03(raw),042111_12_01(raw),042111_12_02(raw),042111_12_03(raw),042111_13_01(raw),042111_13_02(raw),042111_13_03(raw),042111_14_01(raw),042111_14_02(raw),042111_14_03(raw),042111_15_01(raw),042111_15_02(raw),042111_15_03(raw),042111_16_01(raw),042111_16_02(raw),042111_16_03(raw),042111_17_01(raw),042111_17_02(raw),042111_17_03(raw),042111_19_01(raw),042111_19_02(raw),042111_19_03(raw),042111_20_01(raw),042111_20_02(raw),042111_20_03(raw),Annotations,Mass,Retention Time,CAS Number
604.1137@12.167592,1,1,1,1,41152,19657,9904,11497,9008,21449,14052,1,1,13048,17020,14205,12690,1,17984,32929,13430,9793,16568,18636,10300,17545,1,1,11951,12784,1,35479,36066,12553,13990,15846,11779,,604.1137,12.167592,
381.9989@12.185469,1,1,1,1,34598,17315,1,1,14529,29308,17031,12675,15908,30029,40284,34754,16765,17832,23416,40005,21243,16021,32500,36112,22050,30833,23411,25029,32376,31008,23024,23198,33739,1,34935,28229,24917,,381.9989,12.185469,
572.2186@12.2466,1,1,22978,22645,25936,23026,17471,25142,25593,24744,18722,1,1,21256,23044,18235,1,15227,16500,1,16455,18031,20959,1,1,1,15612,1,16340,15112,1,19598,19298,1,20282,20479,16855,,572.2186,12.2466,
Asn Tyr Thr + 12.277833,1,1,31321,25022,29980,33446,27523,1,30336,27645,1,21833,17961,1,22155,18453,31376,30853,32432,36259,35431,35760,105492,30155,27580,37148,34882,33961,1,71604,19272,33999,94175,96583,28934,31663,1,"Asn Tyr Thr [ C17 H24 N4 O7, db=61.81, overall=30.90 ]",396.1641,12.277833,
Acetaminophen-cysteine,1,1,15363,13676,90548,29633,14620,31621,21984,52937,25734,28994,20356,76162,80186,47597,33025,17857,54060,69212,28647,26715,70346,73829,25844,66866,30425,39849,61771,45847,41932,52825,47700,1,60171,79598,27107,"Acetaminophen-cysteine [ C11 H14 N2 O3 S, db=76.73, overall=38.36, KEGG ID=, CAS ID=64014-06-8 ]",254.0726,12.292558,64014-06-8
322.1171@12.32875,1,1,1,27849,54137,45225,24724,39804,1,48091,72211,1,22723,39848,1,21677,1,18936,14308,1,1,1,25934,31062,1,35209,1,23892,17100,34854,1,24059,12502,59352,22423,26711,25283,,322.1171,12.32875,
614.4236@12.339584,1,1,134998,92674,114909,1,89647,1,195951,193693,167694,1,162743,157627,1,1,1,153560,148766,88308,1,1,127165,78791,99566,100154,1,80814,1,74168,1,112025,89985,99983,100196,108853,93193,,614.4236,12.339584,
Betaxolol(hydroxylation),1,1,94992,94053,1,49506,65925,71144,62000,69676,84753,63049,1,95638,101084,136034,107313,92367,97124,102504,70629,117314,81943,154032,124633,53898,63930,79320,81015,90030,1,30528,101504,85732,113881,116600,128319,"Betaxolol(hydroxylation) [ C18 H29 N O4, db=71.49, overall=35.74, KEGG ID=, CAS ID=87549-35-7 ]",323.2098,12.388596,87549-35-7
618.251@12.430832,1,1,38826,28280,41289,40512,31717,1,50670,31673,1,40158,1,47909,38261,49638,50253,41196,43902,40661,39471,45566,49354,1,44101,40440,39171,43971,37014,41251,1,48167,41099,43062,42696,54895,47558,,618.251,12.430832,
438.3565@12.462166,1,1,20615,1,31661,1,1,1,1,33469,1,1,1,34788,35684,34988,35212,30300,35859,27906,1,1,48153,33471,33352,39286,31616,34324,17380,18441,16721,30676,25203,1,34825,32788,41910,,438.3565,12.462166,
724.4581@12.46508,1,1,70428,43931,58914,52433,43868,89866,1,1,1,83112,1,1,1,1,71808,1,75483,1,36484,34318,67631,33804,43433,48482,39634,42677,26827,1,32776,56716,42685,46997,48020,49945,47934,,724.4581,12.46508,
15-epi-PGA1,1,1,129750,113512,1,86503,96358,111721,103248,118463,97079,140091,106202,90427,93334,95850,96494,93606,93609,94426,79557,92288,100079,1,85511,108170,82059,96175,69367,77315,99508,99696,1,81803,101139,1,82613,"15-epi-PGA1 [ C20 H32 O4, db=70.01, overall=35.01, Lipid ID=LMFA03010047, KEGG ID= ]",336.228,12.510321,
431.3032@12.516041,1,1,383865,250488,276784,1,229642,492011,396236,411910,1,477612,414873,1,171198,164476,234898,206866,1,430024,403349,386564,632451,479974,473241,380133,1,346630,1,1,1,1,1,1,307409,313232,222435,,431.3032,12.516041,
339.2776@12.558571,1,1,1,68272,72571,73617,73770,75514,68222,70838,71297,67967,73686,60887,58401,70130,66526,61098,51268,67170,69777,66688,62136,1,61700,69363,64215,62226,1,61982,66964,60141,1,61191,1,1,1,,339.2776,12.558571,
359.2849@12.620791,1,1,107244,1,172048,58388,1,38459,28789,182542,18116,42586,1,105687,98439,105311,139258,161550,166379,120567,1,1,185209,138006,135053,252829,100217,123376,132492,109843,257239,183114,129923,1,141224,170808,172769,,359.2849,12.620791,
1120.5815@12.721594,1,1,224324,116574,1,39662,53738,198586,77091,336781,111254,44267,1,16323,1,18145,649793,572223,31475,1,167175,1,35478,19303,21121,1,127816,130014,284095,1,60496,457760,1,42770,13846,269394,302863,,1120.5815,12.721594,
360.0762@12.647442,1,1,1,1,35767,15112,20515,17227,1,36892,29389,11498,1,29868,21452,19511,9391,15701,1,30630,10766,1,12855,16094,15231,25214,1,1,11784,27396,15103,1,23099,1,15586,17050,13284,,360.0762,12.647442,
870.5521@12.68296,1,1,70949,1,71035,57835,40156,112707,99252,1,97729,88049,123247,1,97847,102809,105976,1,99700,45475,1,1,64676,51691,51100,51413,38508,32022,1,31244,1,53970,43173,1,45849,48779,49513,,870.5521,12.68296,
"7,8-Didehydroastaxanthin + 12.7149315",1,1,71848,54436,1,68747,47478,78174,54446,72400,72427,69820,1,54957,64753,61023,73033,66490,60096,1,40057,27211,36721,1,1,1,46199,63378,54416,57188,47173,70133,71068,61310,64397,66399,66855,"7,8-Didehydroastaxanthin [ C40 H50 O4, db=74.93, overall=37.46, Lipid ID=LMPR01070051, KEGG ID= ]",594.374,12.7149315,
909.6228@12.728479,1,1,55521,1,48825,57183,40891,93764,89521,86897,91273,77091,68202,100330,74736,78029,59233,65481,81730,25182,1,1,38222,27091,33702,1,1,1,1,22755,1,36140,30092,1,27613,30656,1,,909.6228,12.728479,
"(22E)-3beta-Hydroxychola-5,22-dien-24-oic Acid + 12.741412",1,1,44083,1,18443,19306,22443,38364,47414,47012,79131,67510,73143,28765,1,1,26117,38083,25145,1,33220,19523,59986,59252,61058,30286,31293,1,1,18220,18648,32089,23073,25286,26515,48034,24973,"(22E)-3beta-Hydroxychola-5,22-dien-24-oic Acid [ C24 H36 O3, db=63.76, overall=31.88, Lipid ID=, KEGG ID= ]",372.2657,12.741412,
354.3241@12.753935,1,1,31768,1,24544,36087,33590,23963,29615,34733,28874,31168,33142,26370,33288,37281,1,34391,1,25932,35079,81247,15705,41478,38900,29752,32923,1,35261,30445,37349,34076,35382,38794,31354,39352,25405,,354.3241,12.753935,
633.4446@12.767465,1,1,48187,49281,46321,52606,48937,1,46825,1,55648,48413,46892,41641,43526,42513,1,45631,44292,1,42157,58532,41658,44598,46164,46537,45034,42945,48214,44159,42699,1,1,1,28494,42974,44509,,633.4446,12.767465,
638.4002@12.7673855,1,1,45468,42038,1,41934,1,50503,1,49333,42112,43741,48989,35049,64322,38678,40789,1,1,43119,1,30087,40680,1,41469,37798,1,41205,42141,42103,33243,44934,42384,37331,40809,40958,1,,638.4002,12.7673855,
546.238@12.80944,1,1,44886,21183,77812,1,1,31698,1,40063,1,1,1,106967,95364,95857,79729,69568,58151,94847,19504,1,94855,64731,61008,91170,1,36469,73372,54983,32227,58293,1,1,88752,66141,61338,,546.238,12.80944,
430.2145@12.858498,1,1,1,1,1,50881,60022,42537,60760,35686,40912,50345,51246,17824,29070,15130,23761,38757,37984,32295,72883,39738,33672,33617,39749,20766,25667,36941,36113,35845,49239,38073,39757,71044,25534,34590,42996,,430.2145,12.858498,
Sphinganine 1-phosphate,1,1,93479,1,88450,1,1,90260,94585,136622,100444,69663,1,97069,100411,76138,88015,94985,100640,107903,96241,1,100026,112568,98896,100973,105176,112704,98602,105116,56054,95028,94459,72688,96971,111748,92002,"Sphinganine 1-phosphate [ C18 H40 N O5 P, db=61.19, overall=30.59, KEGG ID=C01120, CAS ID=19794-97-9 ]",381.2643,12.864834,19794-97-9
598.4292@12.9028635,1,1,89117,1,334378,372118,319282,1,1,462062,1,1,1,412631,419789,70376,70460,408891,78274,471935,469902,440214,107676,99289,516707,86773,449480,461947,67653,411829,393130,92634,475994,541958,555745,615946,101999,,598.4292,12.9028635,
914.5791@12.90653,1,1,47398,31182,42427,52124,34013,78884,57487,59100,57411,64861,70645,39421,54748,46285,47584,53038,50561,35440,52459,31789,60899,45661,46707,43154,38186,37259,28434,32078,27480,51784,44870,1,45284,46833,41854,,914.5791,12.90653,
909.6228@12.903775,1,1,51650,1,36066,1,33288,61414,60001,68332,49694,60303,38260,48762,51460,49566,49660,50519,55027,42201,1,1,54252,48931,50555,44969,35122,39870,28404,33643,30290,51842,45028,33397,35434,50037,49801,,909.6228,12.903775,
262.1504@12.906483,1,1,16945,31572,53200,49714,24843,37452,1,39289,104450,1,28172,31378,1,1,19632,26789,26137,27703,23101,24892,27735,41633,22267,33324,1,1,22700,42293,1,28743,35355,22893,29360,1,32553,,262.1504,12.906483,
1613.9202@12.9604435,1,1,101276,1,35623,1,115368,13247,1,18332,202698,125243,1,44460,43319,48212,23586,18740,13130,53008,106438,1,27493,18077,45237,22222,17526,96460,75113,170597,1,47707,1,1,1,29951,1,,1613.9202,12.9604435,
519.8025@12.93093,1,1,38735,36179,68140,37706,1,28208,1,128761,18608,17604,1,55127,1,70288,89007,94890,86129,76856,12978,16253,87248,97856,90983,102368,72858,82598,1,43701,78594,1,47316,14008,55992,89229,118647,,519.8025,12.93093,
982.6032@12.922208,1,1,38400,1,52522,1,1,1,1,71197,1,1,1,48341,48022,57749,62540,68125,76142,70693,1,1,102261,88599,95675,79131,73348,57163,42351,41919,24600,37059,23707,1,56121,52765,56954,,982.6032,12.922208,
1024.6497@12.9421835,1,1,212580,1,485095,1,22552,1,1,423488,1,1,1,1025617,664728,794653,693561,684354,1125711,688223,33395,1,1538880,639373,582578,626409,383998,387499,337851,267135,138750,507492,334560,23499,491435,422519,458649,,1024.6497,12.9421835,
1148.6115@12.963801,1,1,38207,1,54219,1,1,24841,1,59585,1,1,1,70656,76139,73894,102259,100534,88380,120164,1,1,82011,77048,67983,95361,52354,56074,61012,51529,35263,82188,57335,1,92583,63686,67446,,1148.6115,12.963801,
507.3326@12.98204,1,1,87537,1,97930,1,1,77729,1,96925,1,1,1,113798,114880,106979,122900,1,97263,163008,1,54609,118271,105403,101233,112648,1,103372,132445,96137,99156,92824,91709,1,101938,91744,91022,,507.3326,12.98204,
1559.8555@12.970627,1,1,15043,12401,38956,1,1,1,1,20385,22034,21206,1,17434,1,1,21643,20463,19436,26740,16105,1,20722,18335,17442,21248,42667,19343,1,22633,23606,1,16030,1,25280,22350,21798,,1559.8555,12.970627,
1042.6005@12.993199,1,1,177251,1,216704,1,1,1,1,188192,1,1,192558,184204,177983,167843,192111,176914,181858,162394,176385,1,178335,192455,226613,189744,1,188501,150816,147246,133902,137404,137514,1,184832,209661,196116,,1042.6005,12.993199,
1037.118@13.003001,1,1,45569,1,27961,17418,15548,1,1,21361,30333,1,1,37119,35832,42429,29282,1,32621,22999,1,10296,37534,28378,20302,33021,29469,25622,18721,39261,1,29116,1,10883,26304,37618,23900,,1037.118,13.003001,
Stearoylcarnitine,1,1,173709,1,510074,1,1,26860,1,260001,1,1,1,336941,281413,208645,505644,359127,348833,232042,1,1,436025,499757,475091,472216,660719,295086,326339,242494,260770,174516,250288,1,295016,382440,316370,"Stearoylcarnitine [ C25 H49 N O4, db=99.56, overall=49.78, HMP ID=HMDB00848, KEGG ID= ]",427.3661,13.001041,
1065.1241@13.043728,1,1,148655,1,146906,171435,188303,1,1,130663,1,1,1,116046,107149,93645,172999,146027,134317,99764,1,1,100536,94183,126017,115524,109945,117182,174945,165637,249545,135281,145112,168514,1,130790,98947,,1065.1241,13.043728,
3153.9402@13.013799,1,1,106259,1,1,1,133861,1,1,105892,1,140577,35228,1,91199,1,60853,74573,58938,73053,70093,81723,76213,75094,1,92613,88835,116236,132149,1,176771,139537,23173,134250,87818,99023,39642,,3153.9402,13.013799,
1062.6643@13.043032,1,1,2.42E+07,44093,3.55E+07,221532,1,1.69E+07,1,4.04E+07,302811,1,2781687,4.22E+07,3.96E+07,4.78E+07,3.88E+07,4.62E+07,3.84E+07,4.09E+07,198188,1.69E+07,4.38E+07,3.39E+07,3.44E+07,3.71E+07,2.50E+07,1,3.44E+07,2.86E+07,1.87E+07,3.91E+07,230057,34531,3.66E+07,3.25E+07,3.33E+07,,1062.6643,13.043032,
1691.9418@13.075117,1,1,45041,42171,45597,1,1,1,1,44017,38935,1,1,1,41700,59032,80395,74444,80304,1,42524,53372,56737,56586,61596,60966,47052,32431,48733,1,31906,52392,58284,20118,62008,55117,45814,,1691.9418,13.075117,
1124.6125@13.074121,1,1,286718,1,409370,257524,1,580435,403851,1,482729,270398,1,364599,1,344688,1,571429,525610,447879,1,492978,416196,490699,363684,1,497661,322478,387566,348383,414305,431027,1,370196,1,369518,306609,,1124.6125,13.074121,
840.5426@13.075176,1,1,206231,155253,142074,180708,149892,279166,269026,195915,270318,277091,1,168148,168232,157876,178696,173431,182877,189219,179667,193117,239613,170960,201698,191500,189745,190264,139399,158321,169854,208044,172381,253267,205273,236418,173049,,840.5426,13.075176,
1610.915@13.078408,1,1,232839,1,150092,1,157526,157835,1,78381,165597,214858,1,86230,95045,101554,73623,128108,88984,106977,119479,1,87232,100479,79039,96803,125196,68227,109148,184794,1,119988,1,169973,86843,110155,1,,1610.915,13.078408,
183.0655@13.115752,1,1,164685,1,197234,1,1,30662,1,189340,22225,82672,1,202740,197751,181234,170134,149134,167641,171383,1,89733,209677,166519,190684,191660,181375,191125,163181,163327,106530,166808,180053,1,177883,188950,195639,,183.0655,13.115752,
2538.609@13.147432,1,1,36548,276542,58971,1,162094,1,150660,50118,1,1,1,63884,70662,45246,66758,59922,56063,59676,204610,218689,76787,82275,85864,72343,85284,75643,138733,61548,57302,47057,58876,56250,68801,95758,90681,,2538.609,13.147432,
2562.6084@13.136644,1,1,98789,1,145848,123832,29175,1,1,152601,1,283521,1,82100,160362,119633,135139,139662,79073,131613,1,31488,178336,155962,189441,149788,167906,156178,132784,141341,140354,198666,127499,1,160735,175662,170336,,2562.6084,13.136644,
545.2796@13.128334,1,1,28800,22355,27816,1,1,19233,17961,27486,26249,19445,1,1,1,24447,27259,22622,24146,28202,1,20327,22108,22891,1,1,30101,1,31206,28599,27680,24754,1,1,24671,25015,18092,,545.2796,13.128334,
1553.9612@13.132172,1,1,99211,23013,139602,1,22032,28188,22206,63878,123144,26002,1,1,87022,1,1,109450,129410,95501,33236,60789,179708,77956,327767,100704,355656,94475,100685,142806,153604,124803,110418,32452,79416,125696,1,,1553.9612,13.132172,
569.3479@13.150904,1,1,1257201,376512,1245457,244691,242495,478796,369027,1642905,468413,1,126422,2067178,1723950,1899115,1678876,1589524,1918521,2364035,566514,582077,2059169,1401897,1779543,1640250,1,1499253,1510609,1145311,958226,1915329,1,1,1925968,1398330,1522588,,569.3479,13.150904,
1354.8588@13.150917,1,1,23739,1,41308,1,1,1,1,24992,1,1,1,30608,28212,31192,41929,28251,34996,16380,1,1,33114,29957,35601,28687,41586,21234,38009,26891,25570,28891,39279,1,34159,34645,27279,,1354.8588,13.150917,
1645.9559@13.165126,1,1,63901,1,60934,1,52833,1,1,78539,1,1,1,128220,75520,110685,84797,70115,87701,105354,83757,1,83900,65914,87284,67612,48159,1,77758,83496,1,88493,59170,1,66524,65596,71590,,1645.9559,13.165126,
559.2929@13.138584,1,1,107460,133737,123512,163835,1,244044,163706,38020,221596,111728,123592,1,1,1,23764,1,83232,39881,1,1,28253,74426,29026,1,30109,117083,48359,1,1,91082,1,115778,85321,81690,20965,,559.2929,13.138584,
384.2382@13.160249,1,1,28147,1,28478,1,1,1,1,17041,1,1,1,19562,16769,18929,31305,21076,25439,14281,1,1,22070,20512,25018,18723,38713,21309,25973,24181,34268,17762,28365,1,24077,28608,20792,,384.2382,13.160249,
883.525@13.1601515,1,1,49992,32155,106146,1,1,1,1,74122,1,22569,1,90672,89963,90842,117390,92044,103997,66244,1,1,84261,79107,93082,82619,94545,66299,100428,73282,51402,65694,91127,1,94330,83649,51857,,883.525,13.1601515,
319.2722@13.161035,1,1,205424,197040,401427,1,101547,68822,1,172482,1,116412,1,235997,207043,212038,501127,287032,324627,139013,1,1,239713,268469,360612,233818,526459,226185,396653,241595,331714,152323,582038,1,345542,363830,471634,,319.2722,13.161035,
662.3214@13.161371,1,1,11362,10629,30625,1,11653,1,1,11928,1,1,1,26745,15893,15042,22531,14357,26395,19094,1,17159,15943,15196,16424,20754,32832,11168,24908,19047,26243,10844,27245,1,23288,28540,15431,,662.3214,13.161371,
643.322@13.174154,1,1,19649,40361,1,30787,35099,1,34025,33966,36603,1,21383,24165,28002,1,16831,26472,1,23716,42736,36563,16629,22135,18992,1,19859,29212,28348,34974,16758,1,20659,23282,1,1,19902,,643.322,13.174154,
583.2961@13.172579,1,1,143168,1,142149,83511,1,141834,1,180912,145603,1,54469,189336,184115,180549,116596,171590,148329,230860,98783,115768,157251,136212,132792,171216,109212,174698,153367,149360,134710,153286,103091,65422,130882,121696,103042,,583.2961,13.172579,
1505.898@13.17625,1,1,24027,1,28042,1,1,1,1,24062,1,1,1,24852,20518,19442,25076,22475,23308,25682,1,1,23317,26606,26102,24135,29580,23885,27196,23787,23784,25429,21140,1,28367,27785,25044,,1505.898,13.17625,
970.6001@13.182221,1,1,1,126884,393703,32793,75493,1,1,396004,1,1,1,416292,125740,123146,353031,1,450130,387910,157249,55793,504131,424944,428970,471554,372903,363478,325634,399863,145776,472782,390528,1,434732,424234,434418,,970.6001,13.182221,
3039.9446@13.20112,1,1,34783,1,58469,1,114529,78240,52202,29611,1,1,1,39592,50555,42872,33145,91958,42445,46219,1,87980,35059,37377,37995,42159,50751,39513,42095,52515,34781,1,61230,1,1,1,34854,,3039.9446,13.20112,
2967.8972@13.195209,1,1,36375,1,38314,1,1,1,1,40537,1,1,1,41062,36593,35430,46931,41952,43022,40643,1,1,39815,41962,42601,41075,46129,40440,36871,37747,34804,34524,36766,1,42638,58702,48553,,2967.8972,13.195209,
2498.639@13.222151,1,1,610710,370728,451787,155710,59463,1,293518,368748,49511,81038,1,278582,91203,70597,134242,106574,265944,97519,512548,522911,92768,364231,295400,101021,600945,124053,121343,480371,165488,383343,495340,442284,333348,417688,112566,,2498.639,13.222151,
1512.0118@13.256168,1,1,244703,1,283442,1,1,1,1,388560,1,1,1,346830,463328,403240,295410,239491,357188,310828,1,1,359068,316631,347325,428859,234300,265450,346575,267725,258961,274797,255592,1,342633,324966,326464,,1512.0118,13.256168,
788.5499@13.282076,1,1,1,45441,1,423704,359248,615426,588784,43434,641953,646841,71750,1,1,1,37264,40290,1,46604,482079,1,582120,492170,52647,46508,51901,54388,1,50579,52055,55072,1,695028,58865,71246,499307,,788.5499,13.282076,
1557.9952@13.283399,1,1,299708,1,1,1,1,216845,1,1,190339,1,96669,454789,314839,300648,362043,338767,537312,349955,147021,227097,338056,338625,331374,340364,1,326474,422205,1,319026,355862,338555,160437,343392,380044,1,,1557.9952,13.283399,
2664.6548@13.3012495,1,1,235074,47175,196976,1,1,114092,1,285911,178840,138234,1,364144,285585,298373,1,230132,261869,348505,100562,169178,279305,207905,236850,240642,139803,232993,346130,298243,189128,1,201103,1,201917,200614,207212,,2664.6548,13.3012495,
1558.4962@13.295667,1,1,59636,1,1,1,1,28016,1,1,25696,1,1,1,35875,42078,69714,64836,58550,58477,26415,28932,46708,55994,61149,53271,74186,69010,65146,63048,64581,1,61739,1,42063,68563,63609,,1558.4962,13.295667,
1152.6416@13.311076,1,1,1,73142,1,98815,72310,1,1,63371,52567,1,1,70655,70165,69030,63159,1,62572,88127,40009,93792,69132,72843,67990,56538,53356,1,74610,60769,65888,71691,1,69348,44084,48047,44151,,1152.6416,13.311076,
861.5413@13.332082,1,1,26947,1,27265,1,1,1,1,21517,1,1,1,23017,20587,15817,28412,30968,22339,27271,1,1,33588,39539,40304,28232,26220,27165,23641,24742,29523,21203,19555,1,24825,23973,24943,,861.5413,13.332082,
Ile Arg Ile,1,1,30207,28375,75146,1,18498,1,1,27780,1,1,1,42635,38807,58053,69124,36663,31307,28477,1,1,65097,47303,55599,30467,31135,29172,31264,23487,29468,33055,63493,1,48462,65518,72127,"Ile Arg Ile [ C18 H36 N6 O4, db=62.53, overall=31.27 ]",400.2826,13.33677,
920.6287@13.335076,1,1,394640,1,267885,1,1,1,375563,50422,1,36602,1,310690,37875,290355,337778,320047,311299,389381,1,1,492405,421404,429357,416480,384480,44220,292053,346662,46029,460581,339594,1,451116,514467,437684,,920.6287,13.335076,
GPCho(5:0/5:0),1,1,1,18811,19856,1,1,12793,1,16292,11879,12215,1,17532,15928,1,19423,23448,20593,20497,13586,14063,22741,29308,26670,22079,18237,19274,22021,18459,19010,13762,14314,1,20287,20765,20135,"GPCho(5:0/5:0) [ C18 H37 N O8 P, db=46.03, overall=23.02, Lipid ID=LMGP01011225, KEGG ID= ]",426.2297,13.336428,
345.2878@13.336541,1,1,88928,1,63195,1,1,1,1,58279,1,1,1,55357,50282,51838,60661,65880,66647,54792,1,1,74015,89779,88584,60225,67194,74240,63664,60040,71494,41965,68343,1,64615,63155,77621,,345.2878,13.336541,
1575.9764@13.367161,1,1,203345,91010,133897,1,91257,105936,69905,112517,150019,133036,1,135692,114280,97501,139580,118130,117582,1,138290,117834,196342,205806,267775,75536,1,186807,141871,118566,171624,256200,150119,107404,136323,130294,131751,,1575.9764,13.367161,
2659.657@13.395823,1,1,1,1,411777,1,49015,70287,33424,299593,1,55711,1,423600,354727,434598,334757,402250,318276,368899,74864,62432,355731,350812,285839,351955,1,294963,406176,420018,283222,373941,1,33750,439757,307022,303303,,2659.657,13.395823,
808.9824@13.395445,1,1,302003,105051,330128,63928,1,165671,81410,179240,1,1,1,339264,1,207121,342112,154096,212017,296584,87866,1,299717,260150,211825,267440,218759,1,265194,283066,240279,335374,269941,1,280006,171983,246051,,808.9824,13.395445,
2644.688@13.389333,1,1,27558,1,1503446,74227,149556,1,131124,1057188,1,89411,1,1473651,1406672,1332822,1,1563862,1462704,1563671,294147,1,1322632,1472912,1484730,1253847,1307318,1338674,1615819,1541682,1432765,1499185,1400880,1,1562078,1,1402576,,2644.688,13.389333,
808.4806@13.3991,1,1,306311,128406,406284,90320,109252,168038,96163,303831,1,1,1,341494,1,281362,339962,263769,303126,264614,132518,143853,360524,287967,299711,355339,278930,304512,400487,355081,301237,309845,240296,1,325813,318598,246313,,808.4806,13.3991,
1113.7596@13.39512,1,1,97437,1,81202,21453,67506,1,34976,91835,1,31622,1,91482,88107,86135,96168,1,104208,108923,1,268001,146724,118978,123116,113157,1,117066,89014,1,1,132664,124930,329899,140112,1,138169,,1113.7596,13.39512,
638.4015@13.413879,1,1,244787,1,131302,222893,1,191923,130388,1,140062,152070,175634,210236,119656,197748,137301,1,99615,157311,1,214454,191937,1,154805,118170,1,121588,1,138160,1,105562,108370,165110,1,89295,107834,,638.4015,13.413879,
1157.7856@13.415817,1,1,25986,1,115172,169840,129573,1,201926,125501,195727,86378,228532,76313,124966,85933,33285,27991,123176,107540,232332,239629,202738,188862,115444,163604,112119,105875,72925,139025,143028,169286,187871,254249,126162,205398,200956,,1157.7856,13.415817,
1638.9432@13.424121,1,1,1,58883,101146,42720,45766,92914,49658,42912,1,1,1,45510,44636,1,51053,63177,45621,1,69604,63940,44407,52155,34765,53367,75735,48246,62416,1,1,49221,41237,46865,1,53057,1,,1638.9432,13.424121,
849.4905@13.4387865,1,1,128731,52910,40168,87577,1,48464,1,94957,131983,1,1,72715,25965,1,30209,93284,79709,21767,27649,1,38922,34768,90594,26940,27963,40167,100647,29964,1,34652,27589,26466,39953,28264,104304,,849.4905,13.4387865,
1206.769@13.446911,1,1,90085,79895,53518,85984,75211,67093,62117,69768,63049,121224,59372,65983,57678,68349,68770,96716,83352,102808,105231,53750,136898,99107,1,80577,70081,101968,52199,88140,1,87804,92843,71694,107768,96831,120929,,1206.769,13.446911,
333.2878@13.4534,1,1,28301,43617,69314,1,28153,1,1,18452,1,1,1,58498,1,35646,96676,45726,64938,30808,1,1,47356,34584,64636,48431,92125,22653,51744,45871,48011,30363,97855,1,74282,70067,64887,,333.2878,13.4534,
1245.8365@13.452714,1,1,30391,1,1,70606,1,110542,119119,34359,129324,1,34522,51686,37972,45757,40672,36338,37274,1,28384,156357,124255,57712,1,46027,31413,75458,35501,78949,1,61169,38946,159980,45333,49806,62489,,1245.8365,13.452714,
Myristoyl L-a-lysophosphatidylcholine + 13.459519,1,1,68063,1,147102,1,1,1,1,171039,1,1,1,123408,121267,141511,163626,181159,164166,124920,32295,36396,145344,192102,139359,1,87136,153028,74457,84349,92828,100702,84400,1,115380,105628,129482,"Myristoyl L-a-lysophosphatidylcholine [ C22 H46 N O7 P, db=89.84, overall=44.92, KEGG ID=, CAS ID=20559-16-4 ]",467.3008,13.459519,20559-16-4
455.3972@13.465623,1,1,21739,1,81589,1,1,1,1,40292,1,1,1,61171,49677,48789,78524,55265,67638,35753,1,1,70589,68698,69582,82054,93404,44711,39377,30081,25218,86162,66078,1,49450,63986,59498,,455.3972,13.465623,
1030.697@13.476875,1,1,1490217,1,2721052,1,1,1,1,3696124,1,1,1,3476935,3565322,4821149,2901568,3316330,4640595,3523402,1,1,4601903,3159282,3436373,4133873,2176741,3125849,2638442,2349431,1678775,3170886,2591670,1,2396412,2117194,2645093,,1030.697,13.476875,
974.67@13.490923,1,1,149805,1,163566,1,1,1,1,262077,1,1,1,158413,178481,221682,138273,153920,169158,253167,34026,19345,269879,156317,158484,215362,112146,253234,219977,155187,187835,217189,132417,1,184534,137078,207401,,974.67,13.490923,
324.3139@13.500629,1,1,19957,29781,1,34522,35025,33558,33131,1,87034,91976,76469,131736,159168,154540,211083,175286,245474,150262,149782,124250,153841,195109,185915,1,1,1,1,36466,1,1,44933,38919,34850,27834,37045,,324.3139,13.500629,
1215.6465@13.513207,1,1,32439,1,40076,1,1,1,1,50528,1,1,1,44694,44988,42900,38561,37942,37849,59893,1,1,50675,44365,30044,48253,21525,27727,38687,34296,22022,47346,27836,1,55215,48752,45123,,1215.6465,13.513207,
630.2702@13.511028,1,1,359749,297109,313451,1,225248,612076,506293,259083,308138,265427,272241,250840,213554,184665,287851,251656,224899,244205,274108,219853,300659,284047,249112,247505,259307,154435,258027,239420,248864,331725,305729,299375,289900,318205,247580,,630.2702,13.511028,
669.3311@13.519043,1,1,1,1,19969,1,1,1,1,22457,1,1,1,29771,40480,31858,22878,25198,25596,44562,1,34619,25241,34689,34438,33951,18053,33023,19821,21281,27297,22580,26176,1,25680,38769,30683,,669.3311,13.519043,
956.6267@13.53476,1,1,672783,1,1,1,1,652549,1,1,1,1,1,585137,611250,27403,683757,553623,470441,370717,807613,878528,869073,838053,803725,703546,686325,641312,563931,564734,518924,680920,601140,1,720013,967350,763108,,956.6267,13.53476,
390.1793@13.5351515,1,1,1,87232,59665,92214,72917,146809,109338,35855,81223,61129,1,27249,24837,21838,54458,45502,1,1,70257,1,38038,51028,34935,1,59656,1,44407,46794,41672,1,55551,83355,1,76948,64070,,390.1793,13.5351515,
