Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,127/126,127/126 Count,127/126 Variability [%],128/126,128/126 Count,128/126 Variability [%],129/126,129/126 Count,129/126 Variability [%],130/126,130/126 Count,130/126 Variability [%],131/126,131/126 Count,131/126 Variability [%],Score A2,Coverage A2,# Peptides A2,# PSM A2,Score B2,Coverage B2,# Peptides B2,# PSM B2,Score C2,Coverage C2,# Peptides C2,# PSM C2,# AAs,MW [kDa],calc. pI
Q969E2,Isoform 2 of Secretory carrier-associated membrane protein 4,9.74,3,2,2,2,1.043,2;-;-,,0.893,2;-;-,,0.982,2;-;-,,0.923,2;-;-,,0.91,2;-;-,,6.34,9.74,2,2,,,,,,,,,195,22,9.13
Q969E4,Transcription elongation factor A protein-like 3,30.5,4,4,4,8,0.787,4;-;3,1.8,1.322,4;-;3,,0.912,4;-;3,1.8,1.154,4;-;3,4.3,1.286,4;-;3,,17.31,30.5,4,5,,,,,11.68,26,3,3,200,22.5,4.92
Q969F9,Isoform 2 of Hermansky-Pudlak syndrome 3 protein,1.69,2,1,1,1,0.952,1;-;-,,1.202,1;-;-,,0.949,1;-;-,,1.097,1;-;-,,1.183,1;-;-,,2.44,1.69,1,1,,,,,,,,,890,100.6,6.74
Q969G3,Isoform 2 of SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,26.72,6,7,8,21,1.144,9;-;10,10.1,1.297,9;-;10,,1.114,9;-;10,2.7,1.25,9;-;10,2.8,1.256,9;-;10,,36.21,15.15,6,10,,,,,32.86,23.97,6,11,363,41.8,6.01
Q969G9,Protein naked cuticle homolog 1,2.55,1,1,1,1,1.515,1;-;-,,2.046,1;-;-,,1.873,1;-;-,,2.839,1;-;-,,1.598,1;-;-,,0,2.55,1,1,,,,,,,,,470,52.3,8.62
Q969H6,ribonuclease P/MRP protein subunit POP5 isoform c,16.81,2,1,1,1,0.914,1;-;-,,1.034,1;-;-,,1.438,1;-;-,,0.905,1;-;-,,1.177,1;-;-,,0,16.81,1,1,,,,,,,,,113,12.8,5.3
Q969H8,UPF0556 protein C19orf10,19.08,1,3,3,23,0.81,10;-;13,8.8,0.848,10;-;13,,1.062,10;-;13,0.6,0.866,10;-;13,1.8,0.977,10;-;13,,27.58,19.08,3,10,,,,,40.39,19.08,3,13,173,18.8,6.68
Q969J3,Isoform 2 of Loss of heterozygosity 12 chromosomal region 1 protein,4.73,2,1,1,1,1.02,1;-;-,,0.988,1;-;-,,0.986,1;-;-,,0.936,1;-;-,,0.964,1;-;-,,2.99,4.73,1,1,,,,,,,,,148,17,5.63
Q969M1,Mitochondrial import receptor subunit TOM40B,3.57,1,1,1,2,1.186,1;-;1,1.1,1.084,1;-;1,,1.076,1;-;1,0.8,1.311,1;-;1,3.3,1.023,1;-;1,,2.68,3.57,1,1,,,,,2.32,3.57,1,1,308,33.9,7.24
Q969N2,Isoform 3 of GPI transamidase component PIG-T,3.54,7,1,1,2,0.852,1;-;-,,1.133,1;-;-,,1.08,1;-;-,,1.042,1;-;-,,1.163,1;-;-,,3.87,3.54,1,1,,,,,3.19,3.54,1,1,367,41.9,8.56
Q969P0,Isoform 3 of Immunoglobulin superfamily member 8,1.9,2,1,1,2,,,,,,,,,,,,,,,,3.44,1.9,1,1,,,,,3.45,1.9,1,1,526,55.8,8.78
Q969Q0,60S ribosomal protein L36a-like,38.68,4,2,8,31,0.955,3;-;3,3.3,1.145,3;-;3,,1.006,3;-;3,7.1,1.203,3;-;3,4.2,1.062,3;-;3,,35.29,36.79,7,17,,,,,24.54,38.68,8,14,106,12.5,10.65
Q969S0,Isoform 1 of UDP-xylose and UDP-N-acetylglucosamine transporter,2.42,1,1,1,1,0.759,1;-;-,,0.765,1;-;-,,1.017,1;-;-,,0.786,1;-;-,,0.835,1;-;-,,0,2.42,1,1,,,,,,,,,331,37.4,9.11
Q969S3,Zinc finger protein 622,9.64,1,4,4,6,0.956,2;-;1,8.9,1.168,2;-;1,,1.055,2;-;1,5.6,1.212,2;-;1,8.6,1.121,2;-;1,,8.59,9.64,4,4,,,,,1.97,4.19,2,2,477,54.2,6.15
Q969S9,"Isoform 5 of Ribosome-releasing factor 2, mitochondrial",3.51,5,1,1,2,0.81,1;-;1,6.2,0.926,1;-;1,,1.096,1;-;1,0.8,0.886,1;-;1,0.1,0.911,1;-;1,,3.66,3.51,1,1,,,,,3.92,3.51,1,1,513,57,7.09
Q969U7,Proteasome assembly chaperone 2,8.33,3,2,2,5,0.785,3;-;2,39.7,1.047,3;-;2,,1.023,3;-;2,4.4,0.956,3;-;2,27.5,1.163,3;-;2,,7.53,8.33,2,3,,,,,5.64,4.92,1,2,264,29.4,6.98
Q969V3,Isoform 2 of Nicalin,14.95,2,6,6,17,0.945,8;-;3,4.9,0.955,8;-;3,,1.036,8;-;3,9.6,1.019,8;-;3,0.4,1.005,8;-;3,,38.08,12.99,5,10,,,,,23.73,12.46,5,7,562,62.8,6.89
Q969X0,RILP-like protein 2,27.49,1,4,4,5,1.016,3;-;1,3,0.799,3;-;1,,0.896,3;-;1,9.8,0.735,3;-;1,2.9,0.846,3;-;1,,15.13,27.49,4,4,,,,,3.43,6.64,1,1,211,24,4.98
Q969X5,"cDNA FLJ56280, highly similar to Endoplasmic reticulum-Golgi intermediate compartment protein 1",8.09,2,2,2,6,1.058,3;-;3,1,0.906,3;-;3,,0.999,3;-;3,1.5,0.919,3;-;3,1,0.922,3;-;3,,10.23,8.09,2,3,,,,,10.56,8.09,2,3,235,26.2,8.62
Q969Y2,"Isoform 3 of tRNA modification GTPase GTPBP3, mitochondrial",4.46,4,1,1,3,1.084,2;-;1,30.4,1.065,2;-;1,,0.971,2;-;1,18.7,1.04,2;-;1,16.9,1.009,2;-;1,,8.27,4.46,1,2,,,,,3.94,4.46,1,1,471,49.8,6.8
Q96A00,Isoform 1 of Protein phosphatase 1 regulatory subunit 14A,46.26,2,6,6,30,0.874,12;-;14,25.8,0.739,13;-;14,,0.934,13;-;14,3,0.609,12;-;14,15.3,0.847,13;-;14,,41.39,42.18,4,13,,,,,35.03,46.26,6,17,147,16.7,9.38
Q96A19,Coiled-coil domain-containing protein 102A,4.18,1,1,2,2,1.09,1;-;-,,0.964,1;-;-,,1,1;-;-,,0.964,1;-;-,,1.101,1;-;-,,6.96,4.18,2,2,,,,,,,,,550,62.6,5.58
Q96A33,Isoform 1 of Coiled-coil domain-containing protein 47,14.91,2,7,7,7,0.782,2;-;1,15.1,0.878,2;-;1,,1.121,2;-;1,18.4,0.983,2;-;1,8.9,1.093,2;-;1,,14.61,14.91,6,6,,,,,1.88,1.45,1,1,483,55.8,4.87
Q96A35,"39S ribosomal protein L24, mitochondrial",20.37,2,4,4,6,0.805,1;-;4,54.6,0.993,1;-;4,,1.13,1;-;4,20.5,1.047,1;-;4,10.5,1.178,1;-;4,,4.38,11.11,1,1,,,,,10.63,20.37,4,5,216,24.9,9.29
Q96A49,Synapse-associated protein 1,9.94,1,2,2,2,0.876,1;-;-,,1.013,1;-;-,,1.374,1;-;-,,1.071,1;-;-,,1.151,1;-;-,,4.26,8.24,1,1,,,,,1.96,1.7,1,1,352,39.9,4.53
Q96A65,Exocyst complex component 4,18.58,8,15,15,22,1.037,11;-;3,1.7,0.912,11;-;3,,0.936,11;-;3,1.4,0.835,11;-;3,3,0.875,11;-;3,,51.18,17.86,14,15,,,,,17.47,6.37,7,7,974,110.4,6.49
Q96A73,Isoform 2 of UPF0498 protein KIAA1191,3.5,2,1,1,1,,,,,,,,,,,,,,,,0,3.5,1,1,,,,,,,,,286,31.3,9.42
Q96AE4,Isoform 1 of Far upstream element-binding protein 1,52.17,13,1,28,140,0.859,1;-;1,9.5,0.91,1;-;1,,1.022,1;-;1,12.6,1.001,1;-;1,26.2,0.877,1;-;1,,225.56,45.19,25,70,,,,,219.82,50.93,27,70,644,67.5,7.61
Q96AE4,Putative uncharacterized protein FUBP1,50.76,11,1,28,140,0.894,1;-;1,0.8,0.921,1;-;1,,1.062,1;-;1,1.3,1.002,1;-;1,2.9,0.929,1;-;1,,226.82,43.88,25,70,,,,,220.54,49.54,27,70,654,68.7,7.09
Q96AG4,Leucine-rich repeat-containing protein 59,36.48,7,15,15,42,0.825,23;-;14,1.9,0.838,23;-;14,,0.955,23;-;14,1.6,0.847,23;-;14,2.1,0.882,23;-;14,,71.41,34.2,13,26,,,,,44.77,28.34,10,16,307,34.9,9.57
Q96AH0,Isoform 2 of SOSS complex subunit B2,5.65,3,1,1,1,0.945,1;-;-,,1.286,1;-;-,,1.132,1;-;-,,1.336,1;-;-,,1.138,1;-;-,,2.48,5.65,1,1,,,,,,,,,124,13.6,9.57
Q96AJ9,Vesicle transport through interaction with t-SNAREs homolog 1A,15.76,2,2,2,3,0.684,-;-;2,,0.91,-;-;2,,0.975,-;-;2,,0.895,-;-;2,,0.88,-;-;2,,2.79,4.43,1,1,,,,,7.44,15.76,2,2,203,23.4,6.15
Q96AK3,Probable DNA dC->dU-editing enzyme APOBEC-3D,7.51,7,2,2,4,1.055,3;-;-,,1.185,3;-;-,,1.045,3;-;-,,1.13,3;-;-,,1.22,3;-;-,,9.18,7.51,2,3,,,,,3.64,3.37,1,1,386,46.6,8.4
Q96AP7,Endothelial cell-selective adhesion molecule,26.67,3,9,9,31,0.985,15;-;11,7.9,0.723,15;-;11,,0.834,15;-;11,0.3,0.672,15;-;11,12.2,0.803,15;-;11,,50.01,20,7,17,,,,,44.92,25.13,8,14,390,41.2,9.32
Q96AQ6,Isoform 2 of Pre-B-cell leukemia transcription factor-interacting protein 1,9.54,4,5,5,8,1.155,5;-;-,,1.191,5;-;-,,0.936,5;-;-,,1.166,5;-;-,,1.133,5;-;-,,17.77,9.54,5,5,,,,,7.89,3.56,2,3,702,77.6,5.43
Q96AQ8,"Isoform 1 of Coiled-coil domain-containing protein 90A, mitochondrial",3.34,1,1,1,1,,,,,,,,,,,,,,,,3.7,3.34,1,1,,,,,,,,,359,39.7,9.63
Q96AT1,Uncharacterized protein KIAA1143,7.14,1,1,1,2,0.697,1;-;-,,1.206,1;-;-,,0.796,1;-;-,,1.059,1;-;-,,1.041,1;-;-,,4.28,7.14,1,1,,,,,4.54,7.14,1,1,154,17.5,6.11
Q96AT9,Isoform 2 of Ribulose-phosphate 3-epimerase,22.27,13,3,3,12,0.98,5;-;5,4.5,0.901,5;-;5,,1.004,5;-;5,6.8,0.862,5;-;5,5.4,0.952,5;-;5,,24.81,22.27,3,6,,,,,20.51,22.27,3,6,220,23.9,5.55
Q96AX2,Ras-related protein Rab-37,42.15,10,9,11,65,0.916,13;-;7,0.1,0.752,13;-;7,,0.899,13;-;7,1.5,0.696,13;-;7,2.6,0.797,13;-;7,,86.89,42.15,11,33,,,,,93.05,35.87,8,32,223,24.8,6.35
Q96AZ6,Isoform 1 of Interferon-stimulated gene 20 kDa protein,21.55,5,3,3,7,1.179,3;-;2,3.1,1.147,3;-;2,,1.028,3;-;2,4.4,1.308,3;-;2,6.8,1.117,3;-;2,,14.26,21.55,3,4,,,,,6.63,12.71,2,3,181,20.4,8.92
Q96B49,Mitochondrial import receptor subunit TOM6 homolog,18.92,1,1,1,4,0.824,3;-;1,16.4,0.829,3;-;1,,1.202,3;-;1,14.7,0.963,3;-;1,9,1.03,3;-;1,,4.45,18.92,1,3,,,,,1.81,18.92,1,1,74,8,4.89
Q96B97,Isoform 2 of SH3 domain-containing kinase-binding protein 1,48.57,7,23,23,75,0.982,38;-;25,2.6,1.238,38;-;25,,1.018,38;-;25,0.1,1.168,38;-;25,2.2,1.119,38;-;25,,126.12,43.95,21,45,,,,,100.03,39.81,19,30,628,68.5,7.5
Q96BF6,Nucleus accumbens-associated protein 2,1.36,1,1,1,1,,,,,,,,,,,,,,,,2.37,1.36,1,1,,,,,,,,,587,62.8,5.9
Q96BJ3,"Isoform 1 of Axin interactor, dorsalization-associated protein",12.42,3,2,2,3,0.732,1;-;1,3,0.91,1;-;1,,0.814,1;-;1,5.4,0.804,1;-;1,2.3,0.924,1;-;1,,7.54,12.42,2,2,,,,,3.23,4.9,1,1,306,35,6.55
Q96BM9,ADP-ribosylation factor-like protein 8A,34.41,1,3,7,38,0.896,8;-;6,3.7,0.839,8;-;6,,1.008,8;-;6,0.9,0.898,8;-;6,4.5,0.887,8;-;6,,68.58,34.41,7,22,,,,,51.21,34.41,6,16,186,21.4,7.77
Q96BN8,Protein FAM105B,22.44,2,6,6,13,0.996,7;-;5,14.4,1.02,7;-;5,,0.946,7;-;5,2.1,1.026,7;-;5,10.6,0.979,7;-;5,,23.94,22.44,6,8,,,,,10.26,15.91,5,5,352,40.2,5.47
Q96BP3,Peptidylprolyl isomerase domain and WD repeat-containing protein 1,11.15,11,8,8,12,1.166,7;-;3,0.7,1.207,7;-;3,,0.967,7;-;3,0.5,1.037,7;-;3,6.7,1.129,7;-;3,,17.72,11.15,8,8,,,,,7.79,6.97,4,4,646,73.5,7.15
Q96BQ5,Coiled-coil domain-containing protein 127,6.54,1,1,2,2,1.201,1;-;-,,1.05,1;-;-,,0.952,1;-;-,,0.908,1;-;-,,0.987,1;-;-,,6.19,6.54,2,2,,,,,,,,,260,30.8,9.2
Q96BS2,tescalcin isoform 2,24.06,4,4,4,7,1.051,4;-;3,1.5,0.777,4;-;3,,0.849,4;-;3,3.3,0.766,4;-;3,9,0.784,4;-;3,,12.36,24.06,4,4,,,,,10.7,18.72,3,3,187,21.5,4.82
Q96BW5,Isoform 2 of Phosphotriesterase-related protein,12.58,2,4,4,6,1.434,2;-;3,15.8,1.3,2;-;3,,0.896,2;-;3,1.5,1.218,2;-;3,6.8,1.064,2;-;3,,8.38,6.62,2,2,,,,,13.48,12.58,4,4,302,33.4,6.98
Q96BX8,Mps one binder kinase activator-like 2A,11.98,4,4,5,7,0.931,3;-;3,36.3,1.153,3;-;3,,1.061,3;-;3,4.9,1.141,3;-;3,3.5,1.075,3;-;3,,4.68,8.76,3,3,,,,,9.02,11.06,4,4,217,25.4,8.63
Q96BY6,DOCK10.2,15.78,5,26,26,56,0.965,21;-;22,0.2,1.017,21;-;22,,0.93,21;-;22,0.6,1.006,21;-;22,2.3,0.997,21;-;22,,87.7,11.7,21,29,,,,,85.45,13.39,22,27,2180,249.3,7.17
Q96BY7,Autophagy-related protein 2 homolog B,0.43,2,1,1,1,1.239,1;-;-,,1.081,1;-;-,,0.956,1;-;-,,1.269,1;-;-,,0.963,1;-;-,,0,0.43,1,1,,,,,,,,,2078,232.6,5.76
Q96BY9,Transmembrane protein 66,3.54,1,1,1,1,0.83,1;-;-,,1.204,1;-;-,,1.071,1;-;-,,1.095,1;-;-,,1.278,1;-;-,,0,3.54,1,1,,,,,,,,,339,37,7.58
Q96BZ9,Isoform 1 of TBC1 domain family member 20,2.48,2,1,1,2,1.081,1;-;1,5.6,1.073,1;-;1,,0.998,1;-;1,0.2,0.905,1;-;1,8.5,0.989,1;-;1,,2.79,2.48,1,1,,,,,2.59,2.48,1,1,403,45.8,6.86
Q96C01,Protein FAM136A,19.57,4,3,3,4,0.616,2;-;1,18.1,0.842,2;-;1,,0.888,2;-;1,1.4,0.787,2;-;1,5.3,0.895,2;-;1,,8.63,19.57,3,3,,,,,4.09,6.52,1,1,138,15.6,7.61
Q96C19,EF-hand domain-containing protein D2,51.25,6,15,16,97,1.114,36;-;39,0.7,1.24,36;-;39,,1.138,36;-;39,0.8,1.391,36;-;39,1.4,1.09,36;-;39,,138.1,51.25,14,44,,,,,158.64,45.83,14,53,240,26.7,5.2
Q96C23,Aldose 1-epimerase,23.98,8,6,6,15,1.005,6;-;6,11.1,1.045,6;-;6,,0.968,6;-;6,1.7,1.018,6;-;6,2.2,1.077,6;-;6,,28.05,21.64,5,8,,,,,21.52,23.98,6,7,342,37.7,6.65
Q96C24,Isoform 2 of Synaptotagmin-like protein 4,38.68,1,1,11,31,0.637,1;-;-,,0.691,1;-;-,,0.734,1;-;-,,0.466,1;-;-,,0.846,1;-;-,,53.92,38.68,11,18,,,,,35.92,27.51,7,13,349,39.8,8.38
Q96C34,Isoform 2 of RUN domain-containing protein 1,1.14,2,1,1,1,0.989,-;-;1,,0.717,-;-;1,,0.899,-;-;1,,0.816,-;-;1,,0.859,-;-;1,,,,,,,,,,0,1.14,1,1,612,67.5,6.29
Q96C86,Scavenger mRNA-decapping enzyme DcpS,41.84,1,11,11,41,1.078,18;-;15,0.3,1.163,18;-;15,,1.055,18;-;15,4,1.145,18;-;15,2.3,1.104,18;-;15,,72.86,36.2,10,23,,,,,58.56,39.76,10,18,337,38.6,6.38
Q96C90,Protein phosphatase 1 regulatory subunit 14B,26.63,1,2,2,6,1.004,3;-;3,12.4,1.166,3;-;3,,1.008,3;-;3,8.1,0.982,2;-;3,12.5,1.119,3;-;3,,11.74,26.63,2,3,,,,,12.16,26.63,2,3,199,21,5.22
Q96CB8,Integrator complex subunit 12,2.16,1,1,1,2,0.704,1;-;-,,1.084,1;-;-,,0.935,1;-;-,,0.863,1;-;-,,1.137,1;-;-,,3.08,2.16,1,1,,,,,2.54,2.16,1,1,462,48.8,9.69
Q96CB9,Isoform 3 of Putative methyltransferase NSUN4,5.91,2,1,1,1,,,,,,,,,,,,,,,,2.63,5.91,1,1,,,,,,,,,186,21.2,6.65
Q96CD0,F-box/LRR-repeat protein 8,4.55,1,1,1,1,0.898,-;-;1,,0.906,-;-;1,,0.983,-;-;1,,0.913,-;-;1,,1.16,-;-;1,,,,,,,,,,3.14,4.55,1,1,374,40.5,7.31
Q96CD2,Isoform 1 of Phosphopantothenoylcysteine decarboxylase,18.63,2,3,3,5,0.994,2;-;3,1.2,0.928,2;-;3,,0.975,2;-;3,1.5,0.993,2;-;3,3.3,0.976,2;-;3,,6.12,10.78,2,2,,,,,5.97,18.63,3,3,204,22.4,6.1
Q96CN4,EVI5-like protein,3.65,2,2,2,4,1.318,2;-;2,14.6,1.226,2;-;2,,1.236,2;-;2,12.8,1.26,2;-;2,11,1.249,2;-;2,,3.57,2.14,1,2,,,,,5.78,3.65,2,2,794,91.3,5.34
Q96CP2,FLYWCH family member 2,30,1,3,3,4,0.961,1;-;1,0.3,1.219,1;-;1,,0.984,1;-;1,7,1.185,1;-;1,4,1.246,1;-;1,,6.64,22.14,2,2,,,,,6.41,21.43,2,2,140,14.6,8.46
Q96CS2,Isoform 2 of HAUS augmin-like complex subunit 1,3.96,2,1,1,1,0.281,1;-;-,,0.35,1;-;-,,0.715,1;-;-,,0.418,1;-;-,,0.63,1;-;-,,0,3.96,1,1,,,,,,,,,202,22.7,5.8
Q96CS3,FAS-associated factor 2,19.78,2,7,7,11,0.938,5;-;2,7.8,0.946,5;-;2,,1.036,5;-;2,5.2,0.956,5;-;2,2.1,0.936,5;-;2,,26.7,19.78,7,8,,,,,10.43,9.66,3,3,445,52.6,5.62
Q96CT7,Coiled-coil domain-containing protein 124,32.74,1,7,7,12,1.03,5;-;5,19.3,1.289,5;-;5,,1.091,5;-;5,3,1.177,5;-;5,1.1,1.07,5;-;5,,20.5,25.11,5,6,,,,,19.15,30.94,6,6,223,25.8,9.54
Q96CV9,Isoform 2 of Optineurin,26.09,4,13,14,23,1.118,7;-;7,1.6,1.066,7;-;7,,0.88,7;-;7,9.7,0.965,7;-;7,2.7,0.973,7;-;7,,28.96,20.49,11,12,,,,,24.28,21.54,11,11,571,65.2,5.12
Q96CW1,Isoform 2 of AP-2 complex subunit mu,37.18,12,16,16,52,1.021,18;-;19,1.3,0.894,18;-;19,,0.981,18;-;19,0.9,0.914,18;-;19,0.2,0.917,18;-;19,,73.82,37.18,16,27,,,,,78.11,35.8,15,25,433,49.4,9.54
Q96CW5,Isoform 2 of Gamma-tubulin complex component 3,7.65,3,4,4,9,1.041,5;-;3,7.5,0.957,5;-;3,,1.016,5;-;3,1.4,0.923,5;-;3,2.9,0.956,5;-;3,,19.67,7.65,4,5,,,,,14.48,5.22,3,4,824,93.8,7.8
Q96CX2,BTB/POZ domain-containing protein KCTD12,43.69,1,10,10,54,1.022,23;-;22,0.1,1.371,23;-;22,,1.42,23;-;22,0.2,1.404,23;-;22,2.3,1.202,23;-;22,,98.27,43.69,10,27,,,,,88.62,39.69,9,27,325,35.7,5.64
Q96D31,Calcium release-activated calcium channel protein 1,6.93,1,2,2,5,0.894,1;-;1,0,0.822,1;-;1,,0.861,1;-;1,8.4,0.643,1;-;1,9.3,0.818,1;-;1,,6.95,4.29,1,2,,,,,9.55,6.93,2,3,303,32.8,8.32
Q96D46,60S ribosomal export protein NMD3,11.13,6,4,4,6,0.847,2;-;1,7.5,0.876,2;-;1,,0.919,2;-;1,7.5,0.829,2;-;1,2.5,0.936,2;-;1,,13.95,11.13,4,5,,,,,3.47,3.38,1,1,503,57.6,7.14
Q96D71,Isoform 2 of RalBP1-associated Eps domain-containing protein 1,9.5,10,5,5,7,0.749,2;-;1,48.6,0.864,2;-;1,,1.108,2;-;1,6.9,0.898,2;-;1,3.3,1.017,2;-;1,,16.11,8.65,4,4,,,,,11.12,3.83,3,3,705,76.8,5.83
Q96DA2,Ras-related protein Rab-39B,12.68,2,1,3,41,,,,,,,,,,,,,,,,52.92,12.68,3,18,,,,,69.74,6.1,2,23,213,24.6,7.83
Q96DE0,U8 snoRNA-decapping enzyme isoform 3,38.36,4,4,5,7,1.171,1;-;2,10.9,0.981,1;-;2,,1.015,1;-;2,0.6,1.221,1;-;2,1.9,0.947,1;-;2,,14.85,28.93,4,4,,,,,12.68,25.16,3,3,159,17.7,6.2
Q96DE5,Anaphase-promoting complex subunit 16,12.73,1,1,1,6,0.972,2;-;3,9.3,0.926,2;-;3,,0.897,2;-;3,8.9,0.869,2;-;3,12.3,1.004,2;-;3,,7.15,12.73,1,3,,,,,6.77,12.73,1,3,110,11.7,4.97
Q96DH6,Isoform 2 of RNA-binding protein Musashi homolog 2,11.95,7,2,2,4,1.114,2;-;1,5.5,1.144,2;-;1,,1.171,2;-;1,16.1,1.391,2;-;1,5.1,1.171,2;-;1,,8.03,11.95,2,3,,,,,2.21,5.98,1,1,251,28.4,8.5
Q96DI7,U5 small nuclear ribonucleoprotein 40 kDa protein,20.45,27,6,8,24,0.859,8;-;6,4.6,1.138,8;-;6,,1.04,8;-;6,1.7,1.173,8;-;6,18.4,1.118,8;-;6,,41.33,17.37,7,14,,,,,29.51,19.05,7,10,357,39.3,8.1
Q96DM3,Uncharacterized protein C18orf8,8.68,4,4,4,9,0.996,3;-;4,2.6,0.956,3;-;4,,1.014,3;-;4,2.1,0.894,3;-;4,1.9,0.971,3;-;4,,14.09,8.68,4,4,,,,,14.29,8.68,4,5,657,74.9,7.83
Q96DP5,"Methionyl-tRNA formyltransferase, mitochondrial",2.06,1,1,1,1,,,,,,,,,,,,,,,,1.74,2.06,1,1,,,,,,,,,389,43.8,9.66
Q96DT0,Isoform D of Galectin-12,4.14,7,1,1,2,,,,,,,,,,,,,,,,3.53,4.14,1,1,,,,,3.21,4.14,1,1,266,30,8.92
Q96DT6,Cysteine protease ATG4C,6.11,1,2,2,2,0.892,1;-;-,,1.045,1;-;-,,0.938,1;-;-,,0.839,1;-;-,,0.991,1;-;-,,7.22,6.11,2,2,,,,,,,,,458,52.5,5.97
Q96DU3,Isoform 2 of SLAM family member 6,10.57,3,4,4,4,1.094,-;-;3,,0.939,-;-;3,,0.834,-;-;3,,0.889,-;-;3,,0.959,-;-;3,,,,,,,,,,5.49,10.57,4,4,331,37.3,6.79
Q96DV4,"39S ribosomal protein L38, mitochondrial",10.79,3,2,2,2,2.157,1;-;-,,1.292,1;-;-,,1.054,1;-;-,,2.454,1;-;-,,1.001,1;-;-,,4.04,5.79,1,1,,,,,0,5,1,1,380,44.6,7.53
Q96DZ1,Isoform 2 of Endoplasmic reticulum lectin 1,7.23,4,3,3,4,1.244,1;-;2,13.2,1.005,1;-;2,,1.059,1;-;2,10.8,1.084,1;-;2,18.4,0.99,1;-;2,,6.88,5.83,2,2,,,,,4.62,4.2,2,2,429,48.9,6.25
Q96DZ9,Isoform 4 of CKLF-like MARVEL transmembrane domain-containing protein 5,54.05,8,5,5,36,0.958,15;-;17,0.3,0.688,15;-;17,,0.886,15;-;17,0.4,0.607,15;-;17,4.4,0.809,15;-;17,,60.83,52.7,4,18,,,,,58.11,54.05,5,18,74,8.3,5.35
Q96E11,"Isoform 3 of Ribosome-recycling factor, mitochondrial",27.98,9,4,4,5,1.12,2;-;2,28.2,1.039,2;-;2,,1.208,2;-;2,17.8,1.12,2;-;2,29,1.035,2;-;2,,5.99,14.22,2,2,,,,,12.32,13.76,2,3,218,24.1,9.6
Q96E17,Ras-related protein Rab-3C,31.72,2,5,8,60,0.928,4;-;4,5.3,0.715,4;-;4,,0.927,4;-;4,0.7,0.735,4;-;4,7.8,0.885,4;-;4,,84.59,31.72,8,28,,,,,97.67,28.63,7,32,227,25.9,5.24
Q96E39,"RNA binding motif protein, X-linked-like 1",44.1,5,2,19,76,1.644,-;-;1,,1.229,-;-;1,,1.172,-;-;1,,1.778,-;-;1,,1.057,-;-;1,,118.86,40,17,41,,,,,107.13,39.49,16,35,390,42.1,9.89
Q96EB1,Isoform 1 of Elongator complex protein 4,8.25,3,2,2,4,1.024,3;-;1,3.9,1.087,3;-;1,,1.11,3;-;1,7.5,0.91,3;-;1,6.7,1.051,3;-;1,,7.92,8.25,2,3,,,,,3.57,4.25,1,1,424,46.6,8.51
Q96EC8,Protein YIPF6,5.93,1,2,2,3,0.964,1;-;1,21,0.86,1;-;1,,0.972,1;-;1,1.3,0.811,1;-;1,10,0.864,1;-;1,,7.8,5.93,2,2,,,,,3.48,5.08,1,1,236,26.2,5.64
Q96EE3,Isoform A of Nucleoporin SEH1,25,3,6,6,11,1.134,6;-;4,12,1.053,6;-;4,,1.13,6;-;4,7.3,1.02,6;-;4,11.2,1.129,6;-;4,,28.81,25,6,7,,,,,18.81,20,4,4,360,39.6,8.09
Q96EH3,Uncharacterized protein C7orf30,2.99,1,1,1,1,,,,,,,,,,,,,,,,2.89,2.99,1,1,,,,,,,,,234,26.2,5.49
Q96EK5,KIF1-binding protein,4.03,1,2,3,3,1.057,1;-;-,,1.016,1;-;-,,0.938,1;-;-,,1.043,1;-;-,,1.008,1;-;-,,4.96,1.93,2,2,,,,,2.08,2.09,1,1,621,71.8,5.49
Q96EK7,Isoform 2 of Constitutive coactivator of peroxisome proliferator-activated receptor gamma,3.14,2,1,1,1,0.953,1;-;-,,1.096,1;-;-,,1.039,1;-;-,,0.988,1;-;-,,1.093,1;-;-,,2.88,3.14,1,1,,,,,,,,,764,86.8,4.97
Q96EK9,Protein KTI12 homolog,6.78,1,1,1,1,0.973,1;-;-,,0.915,1;-;-,,0.947,1;-;-,,0.763,1;-;-,,0.959,1;-;-,,4.45,6.78,1,1,,,,,,,,,354,38.6,6.95
Q96EL3,"39S ribosomal protein L53, mitochondrial",28.57,1,2,2,2,0.79,-;-;1,,0.817,-;-;1,,0.937,-;-;1,,1.03,-;-;1,,1.106,-;-;1,,3.29,13.39,1,1,,,,,4.17,15.18,1,1,112,12.1,8.76
Q96EP0,Isoform 1 of RING finger protein 31,4.57,4,3,3,4,0.892,-;-;1,,1.033,-;-;1,,0.976,-;-;1,,0.862,-;-;1,,1.217,-;-;1,,1.8,2.05,2,2,,,,,8.55,3.64,2,2,1072,119.6,6.57
Q96EP5,Isoform 2 of DAZ-associated protein 1,25.66,2,7,7,25,1.103,11;-;9,8.3,1.016,11;-;9,,1.084,11;-;9,3.2,1.184,11;-;9,0.5,1.101,11;-;9,,32.47,19.84,5,13,,,,,36.15,23.54,6,12,378,40.5,8.28
