Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,127/126,127/126 Count,127/126 Variability [%],128/126,128/126 Count,128/126 Variability [%],129/126,129/126 Count,129/126 Variability [%],130/126,130/126 Count,130/126 Variability [%],131/126,131/126 Count,131/126 Variability [%],Score A2,Coverage A2,# Peptides A2,# PSM A2,Score B2,Coverage B2,# Peptides B2,# PSM B2,Score C2,Coverage C2,# Peptides C2,# PSM C2,# AAs,MW [kDa],calc. pI
Q96GX5,Isoform 2 of Microtubule-associated serine/threonine-protein kinase-like,2.14,24,1,2,5,0.177,1;-;2,15.3,0.271,1;-;2,,0.206,1;-;2,38.4,0.529,1;-;2,20.4,0.572,1;-;2,,2.12,1.19,1,1,,,,,9.45,2.14,2,4,840,92.8,6.13
Q96GX9,Probable methylthioribulose-1-phosphate dehydratase,20.66,3,5,5,9,1.332,1;2;-,6.5,0.556,1;2;-,10.7,1.218,1;2;-,,1.351,1;2;-,6.8,1.253,1;2;-,6.6,7.6,14.88,3,3,6.89,20.25,4,5,2.25,3.31,1,1,242,27.1,7.12
Q96HC4,Isoform 1 of PDZ and LIM domain protein 5,20.13,10,10,10,44,0.599,10;7;10,7.9,0.533,10;7;10,18.7,0.412,10;7;10,25.4,0.767,10;7;10,4.1,0.818,10;7;10,3.4,40.98,18.96,9,17,36.53,15.94,8,14,34.33,13.76,6,13,596,64,8.21
Q96HE7,ERO1-like protein alpha,22.86,2,8,8,45,1.203,9;9;6,9.7,1.367,9;9;6,44.4,1.747,9;9;6,18.4,1.135,9;9;6,4.2,1.13,9;9;6,4.5,54.24,21.58,7,17,44.02,22.86,8,15,44.64,19.23,6,13,468,54.4,5.68
Q96HQ2,Isoform 2 of CDKN2AIP N-terminal-like protein,11.76,2,1,1,1,1.253,-;-;1,,1.805,-;-;1,,1.275,-;-;1,,1.553,-;-;1,,1.099,-;-;1,,,,,,,,,,3.22,11.76,1,1,85,9.5,5.87
Q96HS1,"Isoform 2 of Serine/threonine-protein phosphatase PGAM5, mitochondrial",18.04,8,6,6,9,1.62,-;1;1,,0.652,-;1;1,21.5,2.638,-;1;1,67,2.33,-;1;1,,1.044,-;1;1,2.7,7.87,10.98,3,3,5.62,11.76,3,3,4.57,7.84,3,3,255,28,7.25
Q96HT8,MORF4 family-associated protein 1-like 1,12.6,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,0,12.6,1,2,127,14.8,4.49
Q96HW7,Isoform 2 of Integrator complex subunit 4,5.35,5,2,2,3,,,,,,,,,,,,,,,,5.18,5.35,2,2,0,3.37,1,1,,,,,505,56.5,6.11
Q96HY6,Isoform 2 of DDRGK domain-containing protein 1,17.57,4,4,4,14,1.043,3;2;3,8.5,1.436,3;2;3,13.5,1.165,3;2;3,1.9,1.052,3;2;3,7.9,1.067,3;2;3,4.4,19.95,17.57,4,6,15.89,13.42,3,4,13.85,9.27,2,4,313,35.5,5.86
Q96HY7,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",6.31,2,3,3,5,0.971,-;2;2,,0.512,-;2;2,35.3,1.813,-;2;2,13.8,1.326,-;2;2,,0.944,-;2;2,4.5,0,2.72,1,1,0,3.59,2,2,2.12,3.59,2,2,919,103,6.93
Q96I24,Isoform 1 of Far upstream element-binding protein 3,31.47,6,11,16,65,1.142,8;6;4,6.1,1.132,8;6;4,20.4,1.322,8;6;4,7.3,1.115,8;6;4,12.2,1.08,8;6;4,4.6,46.57,26.57,14,27,48.26,23.6,13,23,33.7,17.31,10,15,572,61.6,8.38
Q96I25,Splicing factor 45,21.95,10,9,9,23,1.095,4;5;2,11.2,1.117,4;5;2,11,1.332,4;5;2,17.9,1.108,4;5;2,12.6,1.067,4;5;2,7.2,19.92,18.95,8,11,15.86,14.46,6,7,8.2,8.48,4,5,401,44.9,5.97
Q96I36,Uncharacterized protein C12orf62,5.26,1,1,1,2,1.027,1;1;-,2.5,1.813,1;1;-,3.6,1.128,1;1;-,,0.914,1;1;-,0.8,0.998,1;1;-,0.1,2.88,5.26,1,1,2.99,5.26,1,1,,,,,133,14.9,9.52
Q96I51,Williams-Beuren syndrome chromosomal region 16 protein,8.62,2,2,2,2,1.063,-;-;1,,0.923,-;-;1,,1.079,-;-;1,,1.138,-;-;1,,0.897,-;-;1,,3.8,3.88,1,1,,,,,3.76,4.74,1,1,464,50,8.4
Q96I59,"Probable asparaginyl-tRNA synthetase, mitochondrial",4.61,1,3,3,3,,,,,,,,,,,,,,,,2.46,2.73,2,2,,,,,2.33,1.89,1,1,477,54.1,7.24
Q96I99,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",45.14,6,20,20,140,1.104,26;31;35,1.9,1.058,26;31;35,15.7,1.651,26;31;35,3.9,0.991,26;31;35,4.4,1.069,26;31;35,5.4,126.62,40.97,14,40,149.69,41.44,18,49,146.08,42.82,16,51,432,46.5,6.39
Q96IG2,Isoform 1 of F-box/LRR-repeat protein 20,4.36,3,2,2,2,1.001,-;1;-,,1.612,-;1;-,,1.136,-;1;-,,0.927,-;1;-,,1.181,-;1;-,,,,,,0,2.52,1,1,2,1.83,1,1,436,48.4,7.49
Q96II8,Isoform 3 of Leucine-rich repeat and calponin homology domain-containing protein 3,9.41,10,5,5,11,1.077,1;3;5,14.4,1.105,1;3;5,27.5,1.163,1;3;5,14.8,1.15,1;3;5,6.2,0.991,1;3;5,8.3,10.39,5.2,3,3,10.05,5.06,3,3,15.95,7.58,4,5,712,78.8,6.55
Q96IJ6,Isoform 1 of Mannose-1-phosphate guanyltransferase alpha,15.95,4,5,5,9,0.617,-;2;1,,0.643,-;2;1,40.4,0.451,-;2;1,53.7,0.7,-;2;1,,0.825,-;2;1,5.3,5.15,8.33,2,2,10.65,10.95,4,4,7.64,5.48,2,3,420,46.3,7.21
Q96IV0,Isoform 3 of Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,1.79,5,1,1,1,0.909,-;1;-,,0.434,-;1;-,,1.065,-;1;-,,1.004,-;1;-,,1.065,-;1;-,,,,,,2.13,1.79,1,1,,,,,558,63.8,8.1
Q96IX5,Up-regulated during skeletal muscle growth protein 5,17.24,2,1,1,3,,,,,,,,,,,,,,,,0,17.24,1,1,1.75,17.24,1,2,,,,,58,6.5,9.76
Q96IY4,Isoform 1 of Carboxypeptidase B2,1.89,1,1,1,1,0.557,-;-;1,,1.011,-;-;1,,0.458,-;-;1,,0.66,-;-;1,,0.801,-;-;1,,,,,,,,,,2.89,1.89,1,1,423,48.4,7.71
Q96J02,Isoform 2 of E3 ubiquitin-protein ligase Itchy homolog,4.64,5,3,3,8,0.954,1;3;2,16.1,0.772,1;3;2,14.8,1.025,1;3;1,12.4,0.907,1;3;2,11.3,0.822,1;3;1,34.9,0,3.6,2,2,0,3.6,2,3,3.9,4.64,3,3,862,98.6,6.25
Q96JB5,Isoform 2 of CDK5 regulatory subunit-associated protein 3,22.2,4,9,9,48,0.946,12;13;7,3.4,0.938,12;13;7,4.8,1.062,12;13;7,3.8,1.05,12;13;7,5.1,1.006,12;13;7,6.3,44.29,19.09,7,15,56.54,19.81,7,19,39.62,16.71,7,14,419,46.3,4.63
Q96JC1,Isoform 2 of Vam6/Vps39-like protein,8.34,2,4,4,10,0.89,2;3;3,17.8,1.071,2;3;3,3.6,0.962,2;3;3,18.1,1.007,2;3;3,28.6,0.955,2;3;3,4.4,10.11,5.83,3,3,7.85,4,2,4,7.05,4.11,2,3,875,100.7,7.12
Q96JG6,Isoform 1 of Coiled-coil domain-containing protein 132,4.88,8,3,3,9,1.039,4;2;2,3.9,0.811,4;2;2,27.7,0.895,4;2;2,23,1.029,4;2;2,18.6,0.996,4;2;2,3.7,12.48,4.88,3,5,3.98,1.87,1,2,4.17,1.87,1,2,964,111.1,6.2
Q96JH7,Deubiquitinating protein VCIP135,7.2,1,6,6,9,0.995,2;2;1,21,0.623,2;2;1,40.4,0.803,2;2;1,14.2,1.31,2;2;1,27.1,1.003,2;2;1,11.1,13.15,5.32,4,4,6.23,4.5,4,4,0,1.47,1,1,1222,134.2,7.2
Q96JI7,Isoform 1 of Spatacsin,0.41,1,1,1,11,1.165,1;3;3,7.2,1.19,1;3;3,8.2,1.187,1;3;3,4.7,1.935,1;3;3,13.5,0.946,1;3;3,4.9,6.07,0.41,1,3,8.94,0.41,1,4,9.12,0.41,1,4,2443,278.7,5.97
Q96JJ7,Isoform 1 of Protein disulfide-isomerase TMX3,18.06,4,6,7,22,0.859,4;4;4,4.7,0.791,4;4;4,13.9,1.233,4;4;4,2.7,0.852,4;4;4,9.9,0.875,4;4;4,8.1,13.26,8.37,4,6,20.86,14.98,6,9,18.26,5.29,3,7,454,51.8,4.91
Q96JM3,Zinc finger protein 828,10.22,1,7,7,11,1.379,2;-;3,12.1,1.232,2;-;3,,1.37,2;-;3,30.3,1.189,2;-;3,14.3,1.192,2;-;3,,9.69,3.57,2,3,2.42,2.96,2,2,12.82,8.5,6,6,812,89,8.44
Q96JP0,Protein fem-1 homolog C,1.13,2,1,1,2,1.616,-;1;-,,0.509,-;1;-,,2.284,-;1;-,,1.514,-;1;-,,1.135,-;1;-,,,,,,3.79,1.13,1,2,,,,,617,68.6,7.68
Q96JY6,Isoform 1 of PDZ and LIM domain protein 2,28.41,15,8,8,23,1.192,4;3;3,7.9,1.761,4;3;3,5.6,0.911,4;3;3,14.8,1.068,4;3;3,9.8,0.992,4;3;3,14.3,27.49,19.03,6,8,22.89,21.02,6,7,24.16,19.03,6,8,352,37.4,8.72
Q96K17,Transcription factor BTF3 homolog 4,27.85,4,2,4,12,1.391,-;1;-,,0.025,-;1;-,,1.215,-;1;-,,0.857,-;1;-,,0.623,-;1;-,,8.55,8.86,2,4,14.07,27.85,4,6,4.45,5.06,2,2,158,17.3,6.35
Q96K19,Isoform 5 of RING finger protein 170,12.07,4,1,1,1,0.611,1;-;-,,0.683,1;-;-,,0.535,1;-;-,,0.609,1;-;-,,0.763,1;-;-,,3.62,12.07,1,1,,,,,,,,,116,13.1,4.92
Q96K21,Isoform 3 of Zinc finger FYVE domain-containing protein 19,1.74,3,1,1,1,,,,,,,,,,,,,,,,,,,,0,1.74,1,1,,,,,403,43.9,5.67
Q96K49,Isoform 2 of Transmembrane protein 87B,6.68,6,3,3,12,0.651,2;5;1,9.4,0.478,2;5;1,33.5,0.604,2;5;1,9.7,0.895,2;5;1,17.2,0.828,2;5;1,8.9,11.1,3.25,2,4,15.92,6.68,3,6,6.19,2.17,1,2,554,63.4,7.44
Q96K76,Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 47,19.74,4,21,21,70,0.894,12;15;12,8.3,1.014,12;15;10,15.8,0.682,12;15;12,13.1,0.909,12;15;12,11.2,0.929,12;15;12,4.6,76.46,15.38,16,25,66.47,17.17,18,25,52.28,14.06,14,20,1287,147.1,5.07
Q96KA5,Isoform 2 of Cleft lip and palate transmembrane protein 1-like protein,1.99,2,1,1,1,0.999,-;1;-,,1.54,-;1;-,,1.329,-;1;-,,0.977,-;1;-,,0.921,-;1;-,,,,,,2.38,1.99,1,1,,,,,502,58.3,8.82
Q96KC8,DnaJ homolog subfamily C member 1,2.71,1,1,1,1,0.875,1;-;-,,1.218,1;-;-,,0.723,1;-;-,,0.794,1;-;-,,0.916,1;-;-,,2.83,2.71,1,1,,,,,,,,,554,63.8,8.63
Q96KG9,Isoform 5 of N-terminal kinase-like protein,10.86,7,6,6,9,0.778,1;3;3,10.3,0.728,1;3;3,35.3,0.651,1;3;3,25.6,0.792,1;3;3,8.3,0.896,1;3;3,4.4,4.75,3.51,2,2,8.74,5.43,2,3,9.76,6.87,3,4,626,69.2,8.68
Q96KP1,Exocyst complex component 2,5.52,2,5,5,14,0.864,3;2;2,20.7,0.789,3;2;2,11.1,0.792,3;2;2,17.3,0.868,3;2;2,28.2,0.902,3;2;2,8.4,15.33,5.52,4,6,5.66,2.92,2,4,13.26,3.35,2,4,924,104,6.9
Q96KP4,Isoform 1 of Cytosolic non-specific dipeptidase,68,11,24,24,240,0.916,56;50;56,5,0.876,56;50;56,4.3,0.672,56;50;56,8.8,0.863,56;50;56,3.5,0.985,56;50;55,1,265.99,59.79,20,81,242.15,66.74,23,86,193.05,59.37,20,73,475,52.8,5.97
Q96L58,"Beta-1,3-galactosyltransferase 6",1.82,1,1,1,1,1.284,-;-;1,,2.479,-;-;1,,1.036,-;-;1,,1.134,-;-;1,,1.279,-;-;1,,,,,,,,,,2.78,1.82,1,1,329,37.1,9.66
Q96L91,Isoform 4 of E1A-binding protein p400,2.89,8,6,7,10,1.433,4;1;2,21.3,1.17,4;1;2,30.8,1.909,4;1;2,27.2,1.219,4;1;2,39.5,1.182,4;1;2,21.5,11.25,2.14,5,6,0,0.49,1,1,5.25,1.25,3,3,3043,331.7,9.09
Q96L92,Isoform 2 of Sorting nexin-27,24.05,5,8,9,19,1.238,4;2;4,12.2,1.154,4;2;4,8.4,1.171,4;2;4,6.1,1.287,4;2;4,12.5,1.045,4;2;4,14,17.67,11.93,5,6,15.81,15.15,6,6,14.45,11.36,6,7,528,59.8,6.32
Q96LJ7,Dehydrogenase/reductase SDR family member 1,24.6,1,5,5,8,0.544,2;1;-,24.5,0.796,2;1;-,57.1,0.658,2;1;-,,0.878,2;1;-,11,0.98,2;1;-,25.7,13.06,19.17,4,4,6.84,11.5,2,2,2.27,9.9,2,2,313,33.9,7.83
Q96LW7,Isoform 2 of Bcl10-interacting CARD protein,14.21,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,2.82,14.21,2,2,183,20.6,8.1
Q96ME7,"cDNA FLJ53912, highly similar to Zinc finger protein 512",20.67,3,8,9,23,1.246,4;6;5,5.4,1.708,4;6;5,29.9,1.61,4;6;5,15.2,1.129,4;6;5,8.5,1.041,4;6;5,4.2,26.01,14.66,7,8,27.4,13.43,7,8,19.64,15.02,6,7,566,64.6,9.76
Q96MG7,Melanoma-associated antigen G1,3.95,1,1,1,2,1.064,1;1;-,16.2,1.338,1;1;-,5.1,1.897,1;1;-,,1.189,1;1;-,4.2,0.937,1;1;-,5.4,1.91,3.95,1,1,1.95,3.95,1,1,,,,,304,34.3,9.28
Q96MH6,Isoform 1 of Transmembrane protein 68,6.48,1,1,1,2,0.63,1;1;-,6.3,0.291,1;1;-,18,0.745,1;1;-,,0.62,1;1;-,5.6,1.053,1;1;-,12.7,2.93,6.48,1,1,2.01,6.48,1,1,,,,,324,37.4,7.85
Q96MI6,Isoform 2 of Protein phosphatase 1M,17.89,3,1,1,2,0.919,-;1;1,,0.795,-;1;1,2.4,1.063,-;1;1,19.5,0.869,-;1;1,,1.116,-;1;1,4,,,,,4.48,17.89,1,1,3.19,17.89,1,1,123,13.3,4.82
Q96MU6,Isoform 1 of Zinc finger protein 778,2.91,2,1,1,2,1.016,-;1;1,,0.816,-;1;1,4.7,1.128,-;1;1,1.5,1.212,-;1;1,,1.052,-;1;1,15.9,,,,,2.11,2.91,1,1,0,2.91,1,1,687,77.5,8.66
Q96MU7,Isoform 2 of YTH domain-containing protein 1,2.82,2,3,3,4,1.19,1;-;-,,2.457,1;-;-,,1.369,1;-;-,,0.94,1;-;-,,1.136,1;-;-,,2.86,1.97,2,2,2.66,1.13,1,1,2.19,0.85,1,1,709,82.6,5.96
Q96MW5,"cDNA FLJ55996, highly similar to Conserved oligomeric Golgi complex component 8",7.04,1,3,3,7,0.893,1;1;2,6.6,0.591,1;1;2,33.9,0.887,1;1;2,3.8,0.975,1;1;2,9.9,0.875,1;1;2,3.3,6.66,5.63,2,2,6.21,5.63,2,3,5.33,4.07,2,2,639,71.2,5.26
Q96MX0,Isoform 1 of CKLF-like MARVEL transmembrane domain-containing protein 3,3.85,1,1,1,2,0.594,1;1;-,8.6,1.302,1;1;-,3.2,0.358,1;1;-,,0.51,1;1;-,2,0.935,1;1;-,4.7,2.2,3.85,1,1,2.58,3.85,1,1,,,,,182,19.7,4.56
Q96N66,Isoform 2 of Lysophospholipid acyltransferase 7,11.03,8,4,4,12,1.19,4;3;2,7.2,1.57,4;3;2,7.1,1.642,4;3;2,36.9,1.186,4;3;2,14.4,1.108,4;3;2,13.4,15.84,11.03,4,5,15.22,9.02,3,4,11.82,3.01,1,3,399,44.7,8.87
Q96NB1,LisH domain-containing protein C16orf63,5.17,1,1,1,1,1.065,1;-;-,,2.356,1;-;-,,1.051,1;-;-,,0.915,1;-;-,,1.124,1;-;-,,0,5.17,1,1,,,,,,,,,174,19.8,7.15
Q96NB2,Sideroflexin-2,5.28,1,1,1,4,1.131,1;2;1,16.8,1.294,1;2;1,22.3,1.579,1;2;1,18.6,1.377,1;2;1,19.5,1.142,1;2;1,17.3,2.24,5.28,1,1,3.18,5.28,1,2,0,5.28,1,1,322,36.2,9.41
Q96NB3,Zinc finger protein 830,16.13,2,3,4,9,0.936,-;1;-,,0.812,-;1;-,,1.062,-;1;-,,1.116,-;1;-,,1.064,-;1;-,,7.88,12.63,3,3,10.43,16.13,4,4,2.59,6.99,2,2,372,42,5.26
Q96NL0,Isoform 3 of RUN domain-containing protein 3B,10.91,3,1,1,1,0.504,-;-;1,,0.516,-;-;1,,0.506,-;-;1,,1.772,-;-;1,,0.951,-;-;1,,,,,,,,,,0,10.91,1,1,165,18.5,4.75
Q96NT0,Coiled-coil domain-containing protein 115,20,3,2,2,3,0.88,2;-;1,1.9,0.933,2;-;1,,1.794,2;-;1,8.8,0.742,2;-;1,42.3,1.021,2;-;1,,7.64,20,2,2,,,,,4.07,11.67,1,1,180,19.7,6.95
Q96NW4,Ankyrin repeat domain-containing protein 27,1.33,1,1,1,1,,,,,,,,,,,,,,,,2.51,1.33,1,1,,,,,,,,,1050,116.9,6.87
Q96P11,Isoform 3 of Putative methyltransferase NSUN5,10.8,11,3,4,11,0.774,1;-;1,12.7,1.228,1;-;1,,0.914,1;-;1,22.9,0.83,1;-;1,30.7,0.935,1;-;1,,4.85,7.41,3,4,5.01,7.41,3,4,5.4,8.33,3,3,324,36.1,10.46
Q96P20,"Isoform 3 of NACHT, LRR and PYD domains-containing protein 3",1.53,5,1,1,1,,,,,,,,,,,,,,,,,,,,0,1.53,1,1,,,,,719,83.5,7.03
Q96P48,"Isoform 3 of Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",20.22,20,22,23,99,0.795,17;17;16,2.2,0.82,17;17;16,10.1,0.79,17;17;16,3.8,0.884,17;17;16,4.8,0.979,17;17;16,1.6,104.23,15.64,17,36,109.56,15.57,18,36,76.49,14.25,15,27,1439,160.9,6.21
Q96P70,Importin-9,3.07,1,4,4,7,0.793,2;1;1,10,1.64,2;1;1,28.3,0.593,2;1;1,1.1,0.732,2;1;1,16.7,0.87,2;1;1,10.1,10.48,2.4,3,3,2.95,0.77,1,1,7.37,1.44,2,3,1041,115.9,4.81
Q96PE3,"Isoform 2 of Type I inositol-3,4-bisphosphate 4-phosphatase",2.56,5,2,2,3,,,,,,,,,,,,,,,,4.74,2.56,2,2,0,1.07,1,1,,,,,938,105.6,7.05
Q96PK6,Isoform 1 of RNA-binding protein 14,33.03,7,22,22,90,1.255,13;13;12,7.5,1.608,13;13;12,9.3,1.076,13;13;12,2.9,1.276,13;13;12,11.7,1.072,13;13;12,2.4,88.95,33.03,22,35,93.68,27.65,18,34,47.97,24.51,13,21,669,69.4,9.67
Q96PM5,p53-induced protein with RING-H2 variant D,14.67,8,1,1,1,,,,,,,,,,,,,,,,2.4,14.67,1,1,,,,,,,,,75,8.5,6.27
Q96PP8,Guanylate-binding protein 5,18.43,2,8,9,23,2.102,2;2;1,25.9,2.763,2;2;1,38.9,2.483,2;2;1,41.1,2.476,2;2;1,40.5,1.106,2;2;1,4.6,16.1,11.77,5,6,21.98,16.55,8,9,15.85,9.22,5,8,586,66.6,5.55
Q96PP9,Guanylate-binding protein 4,10.31,4,4,4,14,0.985,4;5;1,9.8,1.066,4;5;1,19.3,0.92,4;5;1,9.5,1,4;5;1,8.6,1.044,4;5;1,3.4,21.81,10.31,4,6,16.52,10.31,4,5,10.26,3.91,2,3,640,73.1,6.02
Q96PU8,Isoform 5 of Protein quaking,34.07,9,8,9,22,1.191,4;5;6,6.4,1.06,4;5;6,8.6,1.471,4;5;6,5.2,1.213,4;5;6,7.8,1.088,4;5;6,2.9,13.88,24.61,6,7,10.77,19.56,5,5,25.73,25.55,7,10,317,35.2,6.19
Q96Q05,Isoform 3 of Trafficking protein particle complex subunit 9,2.46,4,3,3,4,1.033,-;-;1,,0.812,-;-;1,,0.985,-;-;1,,1.1,-;-;1,,0.979,-;-;1,,0,0.79,1,1,,,,,7.02,2.46,3,3,1139,127.5,6.71
Q96Q11,"Isoform 2 of tRNA-nucleotidyltransferase 1, mitochondrial",19.57,2,7,7,18,0.965,5;2;4,10.2,1.02,5;2;4,31.7,0.775,5;2;4,13.7,0.804,5;2;4,9.4,1.022,5;2;4,4.9,22.37,14.98,5,7,14.54,14.98,5,6,11.31,9.9,3,5,414,47.8,8.48
Q96Q35,amyotrophic lateral sclerosis 2 chromosomal region candidate gene 12 protein isoform b,2.37,2,1,1,1,0.304,-;-;1,,0.288,-;-;1,,0.263,-;-;1,,0.659,-;-;1,,0.668,-;-;1,,,,,,,,,,2.78,2.37,1,1,422,49.4,6.42
Q96QA5,Gasdermin-A,3.6,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,3.6,1,1,445,49.3,5.29
Q96QC0,Serine/threonine-protein phosphatase 1 regulatory subunit 10,1.38,1,1,1,1,1.271,-;-;1,,1.716,-;-;1,,1.659,-;-;1,,1.319,-;-;1,,1.033,-;-;1,,,,,,,,,,2.04,1.38,1,1,940,99,9.17
Q96QD9,Isoform 3 of UAP56-interacting factor,11.16,7,2,2,3,1.209,1;1;-,15.8,1.321,1;1;-,69.2,0.852,1;1;-,,1.074,1;1;-,4.2,1.178,1;1;-,2.4,4.19,6.77,1,1,3.99,11.16,2,2,,,,,251,28.2,11.84
Q96QE3,Isoform 2 of ATPase family AAA domain-containing protein 5,0.91,2,1,1,1,,,,,,,,,,,,,,,,0,0.91,1,1,,,,,,,,,1204,135.8,9.33
Q96QF7,Acidic repeat-containing protein,0.87,1,1,1,2,,,,,,,,,,,,,,,,0,0.87,1,2,,,,,,,,,691,76.1,4.6
Q96QG7,Myotubularin-related protein 9,3.1,1,1,1,2,0.836,1;-;1,6.8,1.281,1;-;1,,0.53,1;-;1,6,0.679,1;-;1,4,0.977,1;-;1,,3.76,3.1,1,1,,,,,3.83,3.1,1,1,549,63.4,6.39
Q96QH2,Isoform 2 of PML-RARA-regulated adapter molecule 1,33.13,3,16,16,33,1.134,4;6;3,9.6,0.767,4;6;3,24,1.195,4;6;3,12.6,1.097,4;6;3,4.3,1.096,4;6;3,5,27.1,22.99,11,12,28.09,26.57,12,14,14.68,10,6,7,670,73.9,9.64
Q96QK1,Vacuolar protein sorting-associated protein 35,18.34,2,13,13,53,0.768,12;10;8,2.7,1.229,12;10;8,6.5,0.66,12;10;8,5.3,0.638,12;10;8,2,0.931,12;10;8,1.4,64.32,15.58,11,22,52.87,12.44,9,19,37.65,13.44,8,12,796,91.6,5.49
Q96QR8,Transcriptional activator protein Pur-beta,11.86,4,3,4,11,0.848,2;4;1,3.1,0.796,2;4;1,22.6,0.668,2;4;1,15.9,0.986,2;4;1,4.5,0.893,2;4;1,12.1,5.76,7.37,2,2,13.93,11.86,4,7,6.07,6.73,2,2,312,33.2,5.43
Q96RD7,Isoform 2 of Pannexin-1,5.21,2,1,1,4,0.47,3;-;1,9.8,0.513,3;-;1,,0.338,3;-;1,0.3,0.44,3;-;1,21.3,0.899,3;-;1,,6.27,5.21,1,3,,,,,2.07,5.21,1,1,422,47.6,6.19
Q96RE7,Nucleus accumbens-associated protein 1,3.42,1,1,1,1,1.365,-;1;-,,0.757,-;1;-,,1.689,-;1;-,,1.474,-;1;-,,1.189,-;1;-,,,,,,3.63,3.42,1,1,,,,,527,57.2,5.74
Q96RI0,Proteinase-activated receptor 4,2.34,1,1,1,3,0.385,-;1;1,,0.382,-;1;1,0.7,0.228,-;1;1,7.7,0.651,-;1;1,,0.729,-;1;1,0.2,2.67,2.34,1,1,3.28,2.34,1,1,2.94,2.34,1,1,385,41.1,8.92
Q96RJ3,Isoform 1 of Tumor necrosis factor receptor superfamily member 13C,10.87,2,1,1,1,0.794,1;-;-,,0.541,1;-;-,,0.92,1;-;-,,0.895,1;-;-,,1.078,1;-;-,,3.4,10.87,1,1,,,,,,,,,184,18.9,8.21
Q96RL1,Isoform 5 of BRCA1-A complex subunit RAP80,9.87,9,1,1,2,1.491,1;1;-,20.7,0.292,1;1;-,15.7,1.696,1;1;-,,1.567,1;1;-,20.4,1.188,1;1;-,10.8,3.39,9.87,1,1,3.09,9.87,1,1,,,,,152,17.4,8.05
Q96RL7,Isoform 4 of Vacuolar protein sorting-associated protein 13A,2.35,7,5,5,6,0.682,2;2;-,8.4,0.674,2;2;-,3.9,0.594,2;2;-,,0.867,2;2;-,10.9,0.804,2;2;-,0.1,7.99,1.3,2,2,6.89,1.21,3,3,2.97,0.33,1,1,3069,347.5,6.16
Q96RP9,"Isoform 1 of Elongation factor G, mitochondrial",14.25,6,9,9,23,1.12,4;3;3,10.9,1.291,4;3;3,21.3,1.782,4;3;3,10.6,1.137,4;3;3,11.5,1.069,4;3;3,3.5,18.91,4.93,3,6,28.82,12.12,7,11,13.68,5.06,4,6,751,83.4,7.01
Q96RQ9,Isoform 1 of L-amino-acid oxidase,4.41,2,2,2,4,,,,,,,,,,,,,,,,5.51,4.41,2,2,5.39,4.41,2,2,,,,,567,62.8,8.68
Q96RR4,Isoform 2 of Calcium/calmodulin-dependent protein kinase kinase 2,12.01,9,3,3,5,1.237,1;2;1,19.4,0.419,1;2;-,41,1.046,1;2;1,14.6,1.175,1;2;1,18.2,1.233,1;2;1,13.4,3.25,5.25,1,1,4.94,9.38,2,2,2.51,7.88,2,2,533,58.8,6.38
Q96RS6,Isoform 1 of NudC domain-containing protein 1,9.78,3,4,4,12,1.162,3;4;3,8.1,1.56,3;4;3,22.9,0.841,3;4;3,4.2,0.911,3;4;3,8.6,1.021,3;4;3,4.5,11.55,7.38,2,3,16.91,9.78,4,6,7.69,7.38,2,3,583,66.7,5.11
Q96RT1,Isoform 7 of Protein LAP2,5.76,14,7,7,31,0.701,11;9;6,3.4,0.87,11;9;5,5.7,0.687,11;9;6,3.9,0.861,11;9;6,6.5,0.858,11;9;6,2.8,34.65,4.84,6,13,20.71,4.69,6,11,12.52,2.46,3,7,1302,146,5.29
Q96S19,Isoform 1 of UPF0585 protein C16orf13,14.22,6,2,2,4,0.986,1;1;1,11.6,0.967,1;1;1,31.3,0.864,1;1;1,7,1.279,1;1;1,6.6,1.068,1;1;1,3.3,2.82,7.35,1,1,6.45,14.22,2,2,2.28,7.35,1,1,204,22.6,7.83
Q96S44,TP53-regulating kinase,25.3,2,5,5,20,1.185,2;2;5,11.5,1.81,2;2;5,15.1,1.028,2;2;5,7,1.107,2;2;5,14.6,1.181,2;2;5,17.3,21.45,21.74,4,7,20.7,14.62,3,7,18.37,22.53,4,6,253,28.1,9.54
Q96S52,Isoform 2 of GPI transamidase component PIG-S,8.78,2,3,3,4,0.955,-;1;-,,0.194,-;1;-,,1.963,-;1;-,,1.049,-;1;-,,0.874,-;1;-,,2.09,2.19,1,1,6.68,6.58,2,3,,,,,547,61,6.43
Q96S55,Isoform 3 of ATPase WRNIP1,5.17,5,2,2,4,1.03,1;1;-,3.6,1.49,1;1;-,5.4,1.373,1;1;-,,1.108,1;1;-,13.3,0.941,1;1;-,7.4,7.7,5.17,2,3,2.25,2.92,1,1,,,,,445,49.5,8.28
